"","X","LRR","var.LRR","col","scale","pr.st","row","Studies"
"69",4,0.29,0.0275406224180666,"darkgreen",1.66397890961976,0.240174672489083,69,"Hagedorn_2010"
"73",3,-0.41,0.0105507491031863,"darkgreen",1.4832412959186,0.0218340611353712,73,"Hartley_2007"
"74",3,-0.43,0.00723274989150875,"darkgreen",1.41211577320021,0.0218340611353712,74,"Hartley_2007"
"75",3,-0.45,0.00847098686997035,"darkgreen",1.44188397087227,0.0218340611353712,75,"Hartley_2007"
"93",1.6,-0.06,0.00666666666666667,"darkgreen",1.39676347820891,-0.283842794759825,93,"Lellei-Kov?s_2008"
"96",4,0.37,0.00421052631578947,"darkgreen",1.31019986554519,0.240174672489083,96,"Lin_1999"
"97",4,0.31,0.00273897562311695,"darkgreen",1.22919866424218,0.240174672489083,97,"Lin_1999"
"98",1.55,0.08,0.00162842580077839,"darkgreen",1.13125016997556,-0.294759825327511,98,"Lin_2011"
"99",1.08,-0.07,0.00357999498800702,"darkgreen",1.27964077359006,-0.397379912663755,99,"Liu_2009"
"102",2.1,0.07,0.000811280037643394,"darkgreen",1,-0.174672489082969,102,"Luo_2009"
"104",2.5,0.3,0.00666666666666667,"darkgreen",1.39676347820891,-0.0873362445414847,104,"Marchand_2004"
"105",5,0.26,0.00666666666666667,"darkgreen",1.39676347820891,0.458515283842795,105,"McHale_1998"
"106",5,0.18,0.00666666666666667,"darkgreen",1.39676347820891,0.458515283842795,106,"McHale_1998"
"107",5,0.02,0.00666666666666667,"darkgreen",1.39676347820891,0.458515283842795,107,"McHale_1998"
"111",5,0.13,0.0158328055731476,"darkgreen",1.55969960466015,0.458515283842795,111,"Melillo_2002"
"112",5,0.08,0.00287389355098287,"darkgreen",1.23825635950921,0.458515283842795,112,"Melillo_2011"
"117",5,0.36,0.0222469410456062,"darkgreen",1.62376920574546,0.458515283842795,117,"Niinist?2004"
"124",0.42,0.04,0.00123629260573393,"darkgreen",1.0793539498865,-0.541484716157205,124,"Pan_2008"
"132",5,0.5,0.00383127083253515,"darkgreen",1.29241910484051,0.458515283842795,132,"Peterjohn_1993"
"145",5,0.34,0.0481695568400771,"darkgreen",1.76929184197429,0.458515283842795,145,"Rustad_1998"
"146",0.9,-0.04,0.00480723007403134,"darkgreen",1.33516561593391,-0.436681222707424,146,"Saleska_2002"
"153",4,0.31,0.00742666171555886,"darkgreen",1.41709959359194,0.240174672489083,153,"Schindlbacher_2009"
"175",1.4,0.46,0.0802568218298555,"darkgreen",1.86545725812877,-0.327510917030568,175,"Sjogersten_2008"
"176",1.4,0.2,0.017164435290079,"darkgreen",1.57491177145704,-0.327510917030568,176,"Sjogersten_2008"
"182",1,0.41,0.0322268772155978,"darkgreen",1.6935796434412,-0.414847161572052,182,"Strebel_2010"
"188",2.9,0.05,0.00628772635814889,"darkgreen",1.38573978925383,0,188,"Updegraff_2001"
"189",2.9,0.15,0.0168350168350168,"darkgreen",1.57126138456892,0,189,"Updegraff_2001"
"190",2.9,0.27,0.048661800486618,"darkgreen",1.77120705523002,0,190,"Updegraff_2001"
"191",2.9,0.29,0.084530853761623,"darkgreen",1.87523097480738,0,191,"Updegraff_2001"
"198",1.7,0.04,0.00659108884787767,"darkgreen",1.39461575480092,-0.262008733624454,198,"Wan_2005"
"199",3,-0.02,0.0551571980143409,"darkgreen",1.79480889295054,0.0218340611353712,199,"Wan_2007"
"200",3,-0.07,0.06265664160401,"darkgreen",1.81882317709134,0.0218340611353712,200,"Wan_2007"
"204",2,0.16,0.105263157894737,"darkgreen",1.91655006617938,-0.196506550218341,204,"Welker_2004"
"205",2,0.24,0.051948051948052,"darkgreen",1.7835172265854,-0.196506550218341,205,"Welker_2004"
"206",2,0.02,0.163934426229508,"darkgreen",2,-0.196506550218341,206,"Welker_2004"
"224",2,0.1,0.0164500740253331,"darkgreen",1.56690410800159,-0.196506550218341,224,"Zhou_2006"
"225",4.4,0.25,0.0100341159943809,"darkgreen",1.47378383142876,0.327510917030568,225,"Zhou_2006"
"226",4.3,0.37,0.00537692224970427,"darkgreen",1.35626249810574,0.305676855895196,226,"Zhou_2006"
"227",2,0.09,0.0143926309729419,"darkgreen",1.54173486830603,-0.196506550218341,227,"Zhou_2007"
