"","X","LRR","var.LRR","col","scale","pr.st","Source","System"
"180",4.719872927,-0.592716476,0.035694616,"darkblue",1.00089294575746,0.118601148456139,"Griffen 2006","M"
"181",5.413020107,0.001447521,0.082038125,"darkblue",1.00201129138046,0.164868080080029,"Griffen 2006","M"
"182",4.719872927,-1.75772217,0.060580196,"darkblue",1.00149955481713,0.118601148456139,"Griffen 2007","M"
"183",5.413020107,-0.620251686,0.01229627,"darkblue",1.00030914456883,0.164868080080029,"Griffen 2008","M"
"184",3.401197382,-1.234265835,0.455193147,"darkblue",1.00958100057729,0.0305807784178302,"Nyström et al 2001","F"
"185",0.566125168,-0.043987863,0.000173312,"darkblue",1.00000134113015,-0.158657663371585,"Ramos Buskirk 2012","F"
"186",0.566125168,-0.043987863,0.000173312,"darkblue",1.00000134113015,-0.158657663371585,"Ramos Buskirk 2012","F"
"187",1.933589665,-0.02308262,0.00012081,"darkblue",1,-0.0673806760212281,"Ramos Buskirk 2012","F"
"188",0.566125168,-0.047340055,0.000235208,"darkblue",1.00000292213364,-0.158657663371585,"Ramos Buskirk 2012","F"
"189",0.566125168,-0.047340055,0.000235208,"darkblue",1.00000292213364,-0.158657663371585,"Ramos Buskirk 2012","F"
"190",1.933589665,-0.036486265,0.000199748,"darkblue",1.00000201639429,-0.0673806760212281,"Ramos Buskirk 2012","F"
"191",3.428326049,-0.471627198,0.005232298,"darkblue",1.00013024059422,0.0323915917881396,"Wissinger McGrady 1993","F"
"192",0.898208224,-0.363606142,0.017857894,"darkblue",1.00044912348647,-0.136491427269457,"Porter-Whitaker et al 2012","F"
"193",2.152169097,-0.937364954,0.02733909,"darkblue",1.00068599892456,-0.0527907015879013,"Stelzer Lamberti 1999","F"
"194",2.564949357,-1.584050235,0.222777698,"darkblue",1.00513528114706,-0.0252380019359869,"Atwood et al 2014","F"
"195",1.846428013,-0.424580046,0.095039478,"darkblue",1.0023164381252,-0.0731986354815974,"Eklöv van Kooten 2001","F"
"196",1.838643055,-0.014825463,0.00074221,"darkblue",1.00001586875458,-0.0737182742103892,"Fairchild Holomuzki 2005","F"
"197",2.840713267,-0.169950815,0.006127356,"darkblue",1.00015297849731,-0.00683101661389926,"Griffen 2006","M"
"198",3.533860448,-0.039857967,0.002639561,"darkblue",1.00006426069435,0.0394359150767395,"Griffen 2006","M"
"199",2.840713267,-0.282279423,0.031488188,"darkblue",1.00078897191028,-0.00683101661389926,"Griffen 2007","M"
"200",3.533860448,-0.116812306,0.000799395,"darkblue",1.00001732859856,0.0394359150767395,"Griffen 2008","M"
"201",3.218875825,-1.191319917,0.506026177,"darkblue",1.01045821754953,0.0184109835248032,"Nyström et al 2001","F"
"202",1.933589665,-0.02308262,0.00012081,"darkblue",1,-0.0673806760212281,"Ramos Buskirk 2012","F"
"203",-0.767255153,-0.075217166,0.0003643,"darkblue",1.0000062192032,-0.24765956357458,"Ramos Buskirk 2012","F"
"204",-0.767255153,-0.075217166,0.0003643,"darkblue",1.0000062192032,-0.24765956357458,"Ramos Buskirk 2012","F"
"205",1.933589665,-0.036486265,0.000199748,"darkblue",1.00000201639429,-0.0673806760212281,"Ramos Buskirk 2012","F"
"206",-0.767255153,-0.139509178,0.000634457,"darkblue",1.00001311776163,-0.24765956357458,"Ramos Buskirk 2012","F"
"207",-0.767255153,-0.139509178,0.000634457,"darkblue",1.00001311776163,-0.24765956357458,"Ramos Buskirk 2012","F"
"208",3.673607174,-0.804117621,0.006710349,"darkblue",1.00016777787765,0.0487638794731386,"Wissinger McGrady 1993","F"
"209",1.762776834,-0.984140263,0.187939605,"darkblue",1.00439682065889,-0.0787822741238995,"Porter-Whitaker et al 2012","F"
"210",2.811689236,-0.06543032,0.048085796,"darkblue",1.00119679263097,-0.00876834377395011,"Stelzer Lamberti 1999","F"
"211",2.995732274,-0.074107972,0.09566075,"darkblue",1.00233092877222,0.0035163583797814,"ETB015","F"
"213",2.995732274,-0.336472237,153.0612399,"darkblue",1.12869173933337,0.0035163583797814,"ETB015","F"
"215",4.043051268,-1.178654996,0.004633262,"darkblue",1.00011501147223,0.0734239302230354,"ETB016","F"
