"","X","LRR","var.LRR","scale","col","time.since.fire","Fire.treatment","Ecosystem.type","pr.st"
"1",0.653926467406664,0.179,2,1,"darkgreen",0.42,"Wildfire","Savanna",0.129091438820608
"2",0.385662480811985,0.081,2,1,"darkgreen",0.58,"Wildfire","Savanna",0.0586192109003269
"3",0.162518929497775,0.451,2,1,"darkgreen",0.75,"Wildfire","Savanna",0
"4",-0.0198026272961798,0.278,2,1,"darkgreen",0.92,"Wildfire","Savanna",-0.0478953827096332
"5",-0.165514438477574,0.153,2,1,"darkgreen",1.08,"Wildfire","Savanna",-0.0861734836899451
"6",-0.300104592450338,0,2,1,"darkgreen",1.25,"Wildfire","Savanna",-0.121529955227532
"7",0.653926467406664,0.874,2,1,"darkgreen",0.42,"Wildfire","Savanna",0.129091438820608
"8",0.385662480811985,0.465,2,1,"darkgreen",0.58,"Wildfire","Savanna",0.0586192109003269
"9",0.162518929497775,0.423,2,1,"darkgreen",0.75,"Wildfire","Savanna",0
"10",-0.0198026272961798,0.601,2,1,"darkgreen",0.92,"Wildfire","Savanna",-0.0478953827096332
"11",-0.165514438477574,0.148,2,1,"darkgreen",1.08,"Wildfire","Savanna",-0.0861734836899451
"12",-0.300104592450338,0.306,2,1,"darkgreen",1.25,"Wildfire","Savanna",-0.121529955227532
"13",0.510825623765991,0.14,0.666666666666667,1.40469715010013,"darkgreen",0.5,"Prescribed burn","Savanna",0.091499231992388
"14",0.510825623765991,0.143,0.666666666666667,1.40469715010013,"darkgreen",0.5,"Prescribed burn","Savanna",0.091499231992388
"15",0.510825623765991,0.176,0.666666666666667,1.40469715010013,"darkgreen",0.5,"Prescribed burn","Savanna",0.091499231992388
"16",0.510825623765991,0.122,0.666666666666667,1.40469715010013,"darkgreen",0.5,"Prescribed burn","Savanna",0.091499231992388
"17",0.653926467406664,0.181,2,1,"darkgreen",0.42,"Prescribed burn","Temperate forest",0.129091438820608
"18",0.653926467406664,0.097,2,1,"darkgreen",0.42,"Prescribed burn","Temperate forest",0.129091438820608
"19",0.385662480811985,0.031,0.285714285714286,1.87036601455342,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"20",0.385662480811985,0.119,0.232558139534884,2,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"21",0.385662480811985,0.151,0.285714285714286,1.87036601455342,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"22",0.0725706928348356,0.232,0.285714285714286,1.87036601455342,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"23",0.0725706928348356,0.096,0.232558139534884,2,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"24",0.0725706928348356,0.026,0.285714285714286,1.87036601455342,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"25",0.385662480811985,0.475,0.285714285714286,1.87036601455342,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"26",0.385662480811985,0.215,0.232558139534884,2,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"27",0.385662480811985,0.214,0.285714285714286,1.87036601455342,"darkgreen",0.58,"Prescribed burn","Temperate forest",0.0586192109003269
"28",0.0725706928348356,0.594,0.285714285714286,1.87036601455342,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"29",0.0725706928348356,0.223,0.232558139534884,2,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"30",0.0725706928348356,-0.135,0.285714285714286,1.87036601455342,"darkgreen",0.83,"Prescribed burn","Temperate forest",-0.0236291599017927
"31",0.162518929497775,-0.172,0.416666666666667,1.64829922465934,"darkgreen",0.75,"Wildfire","Temperate grassland",0
"32",0.162518929497775,-0.395,0.416666666666667,1.64829922465934,"darkgreen",0.75,"Wildfire","Temperate grassland",0
"33",0.385662480811985,-0.104,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"34",-0.0953101798043249,0.025,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"35",0.385662480811985,-0.075,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"36",-0.0953101798043249,0.561,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"37",0.385662480811985,0.285,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"38",-0.0953101798043249,-0.026,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"39",0.385662480811985,-0.392,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"40",-0.0953101798043249,-0.159,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"41",0.385662480811985,-0.121,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"42",-0.0953101798043249,0.073,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"43",0.385662480811985,-0.195,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"44",-0.0953101798043249,-0.142,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"45",0.385662480811985,0.103,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"46",-0.0953101798043249,0.388,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"47",0.385662480811985,-0.413,0.333333333333333,1.77705343068406,"darkgreen",0.58,"Prescribed burn","Savanna",0.0586192109003269
"48",-0.0953101798043249,0.086,0.333333333333333,1.77705343068406,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"49",-1.62924053973028,0.075,0.666666666666667,1.40469715010013,"darkgreen",5,"Slash and burn","Boreal forest",-0.470690394549837
