"","X","LRR","var.LRR","scale","col","time.since.fire","Fire.treatment","Ecosystem.type","pr.st"
"50",-0.741937344729377,0.05,2,1,"darkgreen",2,"Prescribed burn","Temperate grassland",-0.23759823116909
"51",-2.09186406167839,0,1,1.2279136156049,"darkgreen",8,"Prescribed burn","Mediterranean forest",-0.592220349777369
"52",-2.09186406167839,-0.005,1,1.2279136156049,"darkgreen",8,"Prescribed burn","Mediterranean forest",-0.592220349777369
"53",-2.09186406167839,-0.013,1,1.2279136156049,"darkgreen",8,"Prescribed burn","Mediterranean forest",-0.592220349777369
"54",-2.09186406167839,0.438,1,1.2279136156049,"darkgreen",8,"Prescribed burn","Mediterranean forest",-0.592220349777369
"55",1.71479842809193,0.493,0.666666666666667,1.40469715010013,"darkgreen",0.08,"Prescribed burn","Temperate grassland",0.407779650222631
"56",1.04982212449868,-0.072,0.666666666666667,1.40469715010013,"darkgreen",0.25,"Prescribed burn","Temperate grassland",0.233092163380747
"57",0.843970070294529,-0.134,0.666666666666667,1.40469715010013,"darkgreen",0.33,"Prescribed burn","Temperate grassland",0.179015382274637
"58",1.30933331998376,0.306,2,1,"darkgreen",0.17,"Wildfire","Temperate forest",0.301265056612671
"59",0.843970070294529,0.43,2,1,"darkgreen",0.33,"Wildfire","Temperate forest",0.179015382274637
"60",0.510825623765991,0.195,2,1,"darkgreen",0.5,"Wildfire","Temperate forest",0.091499231992388
"61",-0.300104592450338,-0.083,2,1,"darkgreen",1.25,"Wildfire","Temperate forest",-0.121529955227532
"62",-0.357674444271816,-0.031,2,1,"darkgreen",1.33,"Wildfire","Temperate forest",-0.136653400496501
"63",-0.418710334858185,0,2,1,"darkgreen",1.42,"Wildfire","Temperate forest",-0.152687364828876
"64",-0.0953101798043249,0.155,0.666666666666667,1.40469715010013,"darkgreen",1,"Prescribed burn","Savanna",-0.067731013714761
"65",-1.62924053973028,0.123,2,1,"darkgreen",5,"Slash and burn","Tropical forest",-0.470690394549837
"66",1.71479842809193,0.181,0.4,1.67126434820686,"darkgreen",0.08,"Prescribed burn","Savanna",0.407779650222631
