"","X","LRR","var.LRR","col","scale","pr.st","ref"
"99",0.92,1.180396926,0.291321855,"darkblue",1.3460663206262,0.420050119540163,16
"100",0.501653804,1.287535205,0.009560246,"darkblue",1.74755878924267,0.00165400135213337,119
"101",0.392638037,1.522900731,0.030911413,"darkblue",1.60966539957509,-0.107374774743373,119
"102",0.633758117,1.60193381,0.128651946,"darkblue",1.44210517798157,0.133774078655517,59
"103",0.488614183,1.625792293,0.036649796,"darkblue",1.58965638707556,-0.0113871756950296,119
"104",0.45,1.704748092,0.527376033,"darkblue",1.276328919282,-0.0500059666119242,150
"105",0.188235294,1.890199542,0.562494209,"darkblue",1.2687537309421,-0.311801909580247,99
"106",0.84,2.07,0.201247554,"darkblue",1.38953054492809,0.340040572961085,57
"107",0.402534012,2.24401778,0.029818779,"darkblue",1.61389406015998,-0.0974776188345241,119
"108",0.628930818,2.266875002,0.241594476,"darkblue",1.36805948432246,0.128946203603121,87
"109",0.45,3.19047635,5.538902268,"darkblue",1,-0.0500059666119242,150
"110",0.191,4.003864208,0.766449825,"darkblue",1.2323990839579,-0.309036873661692,110
