"","X","LRR","var.LRR","col","scale","pr.st"
"60",-3.05324393135951,-0.136179510175093,1,"darkcyan",1,-0.00449977431945343
"61",-2.88224459946672,-0.0918797888540466,1,"darkcyan",1,0.0224971905138808
"62",-2.82858535821983,0.0881600568192069,1,"darkcyan",1,0.0309687829633414
"63",-2.92473862562522,0.0885934236582169,1,"darkcyan",1,0.0157883354725805
"64",-2.89220601778008,0.449010178101732,1,"darkcyan",1,0.0209245056564655
"65",-3.05291288724638,0.111706321738763,1,"darkcyan",1,-0.00444750986799869
"66",-3.04216900102925,0.156728321124827,1,"darkcyan",1,-0.00275129085259899
"67",-3.04198843151299,0.291938774896021,1,"darkcyan",1,-0.00272278296998742
"68",-3.09519624896925,0.449925063650753,1,"darkcyan",1,-0.0111231057129185
"69",-3.18081629459315,0.3376349004761,1,"darkcyan",1,-0.0246405933846602
"70",-3.27672880264354,0.51834887234337,1,"darkcyan",1,-0.0397830303652721
"71",-3.43794728573922,-0.20205126970465,1,"darkcyan",1,-0.065235818223803
"72",-3.32000529670581,0.112910118513791,1,"darkcyan",1,-0.0466154195645566
"73",-3.44820965324634,0.113487940965805,1,"darkcyan",1,-0.0668560162189045
"74",-3.51164974329034,0.609548516019525,1,"darkcyan",1,-0.0768717856431686
"75",-3.68276945486063,0.475108492184348,1,"darkcyan",1,-0.103887755731577
"76",-3.59775130762425,0.136697142788353,1,"darkcyan",1,-0.0904652943352082
"77",-3.58721808584275,0.0239736127746908,1,"darkcyan",1,-0.0888023345161891
"78",-3.5991657688349,-0.922451411752668,1,"darkcyan",1,-0.0906886060823336
"79",-3.65222311169428,-0.651789744855275,1,"darkcyan",1,-0.0990651722564217
"80",-3.84474031094071,-0.80866854057698,1,"darkcyan",1,-0.129459326434324
"81",-3.96253182537724,-1.01095455065276,1,"darkcyan",1,-0.148055968524727
"82",-4.13256811985001,-0.33413185186077,1,"darkcyan",1,-0.174900891317465
"83",-4.16446873438826,-0.221312018105104,1,"darkcyan",1,-0.179937283912209
"84",-3.94017130028108,-0.267393358653194,1,"darkcyan",1,-0.144525742394637
"85",-3.9291264648702,0.00297939701819416,1,"darkcyan",1,-0.142782010241552
"86",-3.80077163373279,0.115076952708842,1,"darkcyan",1,-0.122517657018361
"87",-4.17455053237912,0.229437646336544,1,"darkcyan",1,-0.181528974024699
"88",-4.16347560204886,0.522345477636464,1,"darkcyan",1,-0.179780490557845
"89",-3.92834399696643,0.588891363360036,1,"darkcyan",1,-0.142658476083568
"90",-3.93839570003792,1.06217610343022,1,"darkcyan",1,-0.144245414882289
"91",-3.26505197392576,1.26195821621394,1,"darkcyan",1,-0.037939520623045
"92",1.01649484536083,-4.61581920903955,1,"darkcyan",1,0.638020833333333
"93",1.01649484536083,-2.40112994350283,1,"darkcyan",1,0.638020833333333
"94",1,-0.977401129943505,1,"darkcyan",1,0.635416666666667
"95",1,-0.502824858757062,1,"darkcyan",1,0.635416666666667
"96",1.01649484536083,0.152542372881353,1,"darkcyan",1,0.638020833333333
"97",1,0.355932203389829,1,"darkcyan",1,0.635416666666667
"98",1,0.627118644067796,1,"darkcyan",1,0.635416666666667
"99",0.307216494845361,-4.59322033898305,1,"darkcyan",1,0.526041666666667
"100",0.323711340206186,-3.93785310734463,1,"darkcyan",1,0.528645833333333
"101",0.307216494845361,-2.94350282485876,1,"darkcyan",1,0.526041666666667
"102",0.323711340206186,-2.71751412429379,1,"darkcyan",1,0.528645833333333
"103",0.323711340206186,-2.46892655367232,1,"darkcyan",1,0.528645833333333
"104",0.307216494845361,-1.99435028248588,1,"darkcyan",1,0.526041666666667
"105",0.34020618556701,-0.841807909604523,1,"darkcyan",1,0.53125
"106",-0.105154639175257,-0.841807909604523,1,"darkcyan",1,0.4609375
"107",-0.0721649484536086,-1.06779661016949,1,"darkcyan",1,0.466145833333333
"108",-0.369072164948453,-0.683615819209042,1,"darkcyan",1,0.419270833333333
"109",-0.369072164948453,-0.954802259887007,1,"darkcyan",1,0.419270833333333
"110",-0.6,-1.61016949152543,1,"darkcyan",1,0.3828125
"111",-1.09484536082474,-1.99435028248588,1,"darkcyan",1,0.3046875
"112",-1.07835051546392,-1.58757062146893,1,"darkcyan",1,0.307291666666667
"113",-1.04536082474227,-1.20338983050848,1,"darkcyan",1,0.3125
"114",-1.04536082474227,-0.683615819209042,1,"darkcyan",1,0.3125
"115",-2.08453608247423,0.10734463276836,1,"darkcyan",1,0.1484375
"116",-1.91958762886598,-0.118644067796613,1,"darkcyan",1,0.174479166666667
"117",-1.9360824742268,-0.480225988700568,1,"darkcyan",1,0.171875
"118",-2.10103092783505,-1.54237288135593,1,"darkcyan",1,0.145833333333333
"119",-2.08453608247423,-1.74576271186441,1,"darkcyan",1,0.1484375
"120",-2.08453608247423,-2.26553672316384,1,"darkcyan",1,0.1484375
"121",-2.43092783505155,-1.33898305084746,1,"darkcyan",1,0.09375
"122",-2.43092783505155,-0.819209039548024,1,"darkcyan",1,0.09375
"123",-3.00824742268041,-2.01694915254238,1,"darkcyan",1,0.00260416666666666
"124",-3.12371134020619,-1.90395480225989,1,"darkcyan",1,-0.0156249999999999
"125",-3.02474226804124,-1.74576271186441,1,"darkcyan",1,0
"126",-3.09072164948454,-1.51977401129944,1,"darkcyan",1,-0.0104166666666666
"127",-3.02474226804124,-0.276836158192094,1,"darkcyan",1,0
"128",-3.02474226804124,-0.0960451977401142,1,"darkcyan",1,0
"129",-3.68453608247423,-2.22033898305085,1,"darkcyan",1,-0.104166666666667
"130",-3.78350515463917,-2.22033898305085,1,"darkcyan",1,-0.119791666666667
"131",-3.78350515463917,-1.97175141242938,1,"darkcyan",1,-0.119791666666667
"132",-3.8,-1.65536723163842,1,"darkcyan",1,-0.122395833333333
"133",-3.71752577319588,-1.33898305084746,1,"darkcyan",1,-0.109375
"134",-3.8,-1.13559322033898,1,"darkcyan",1,-0.122395833333333
"135",-3.8,-1.045197740113,1,"darkcyan",1,-0.122395833333333
"136",-3.81649484536082,-0.954802259887007,1,"darkcyan",1,-0.125
"137",-3.70103092783505,-0.661016949152543,1,"darkcyan",1,-0.106770833333333
"138",-3.81649484536082,-0.683615819209042,1,"darkcyan",1,-0.125
"139",-3.81649484536082,-0.525423728813561,1,"darkcyan",1,-0.125
"140",-3.71752577319588,-0.231638418079097,1,"darkcyan",1,-0.109375
"141",-3.78350515463917,0.42372881355932,1,"darkcyan",1,-0.119791666666667
"142",-3.81649484536082,0.717514124293784,1,"darkcyan",1,-0.125
"143",-3.78350515463917,2.61581920903955,1,"darkcyan",1,-0.119791666666667
"144",-4.50927835051546,2.38983050847458,1,"darkcyan",1,-0.234375
"145",-4.45979381443299,1.4180790960452,1,"darkcyan",1,-0.2265625
"146",-4.47628865979381,0.898305084745763,1,"darkcyan",1,-0.229166666666667
"147",-4.47628865979381,0.581920903954801,1,"darkcyan",1,-0.229166666666667
"148",-4.34432989690722,0.559322033898304,1,"darkcyan",1,-0.208333333333333
"149",-4.32783505154639,0.51412429378531,1,"darkcyan",1,-0.205729166666667
"150",-4.32783505154639,-0.0508474576271212,1,"darkcyan",1,-0.205729166666667
"151",-4.47628865979381,-0.0508474576271212,1,"darkcyan",1,-0.229166666666667
"152",-4.47628865979381,0.175141242937851,1,"darkcyan",1,-0.229166666666667
"153",-4.32783505154639,-0.525423728813561,1,"darkcyan",1,-0.205729166666667
"154",-4.32783505154639,-1.13559322033898,1,"darkcyan",1,-0.205729166666667
"155",-4.32783505154639,-1.63276836158192,1,"darkcyan",1,-0.205729166666667
"156",-4.52577319587629,-2.26553672316384,1,"darkcyan",1,-0.236979166666667
"157",-3.78350515463917,-4.61581920903955,1,"darkcyan",1,-0.119791666666667
"158",-4.59175257731959,-1.33898305084746,1,"darkcyan",1,-0.247395833333333
"159",-4.52577319587629,-1.18079096045198,1,"darkcyan",1,-0.236979166666667
"160",-4.50927835051546,-0.887005649717516,1,"darkcyan",1,-0.234375
"161",-4.45979381443299,-0.819209039548024,1,"darkcyan",1,-0.2265625
"162",-4.57525773195876,-0.796610169491526,1,"darkcyan",1,-0.244791666666667
"163",-4.54226804123711,-0.683615819209042,1,"darkcyan",1,-0.239583333333333
"164",-5.2020618556701,-1.38418079096045,1,"darkcyan",1,-0.34375
"165",-5.30103092783505,-1.18079096045198,1,"darkcyan",1,-0.359375
"166",-5.18556701030928,-0.864406779661017,1,"darkcyan",1,-0.341145833333333
"167",-5.31752577319588,-0.864406779661017,1,"darkcyan",1,-0.361979166666667
"168",-5.2020618556701,-0.728813559322035,1,"darkcyan",1,-0.34375
"169",-5.2020618556701,-0.593220338983052,1,"darkcyan",1,-0.34375
"170",-4.90515463917526,-1,1,"darkcyan",1,-0.296875
"171",-4.87216494845361,-0.683615819209042,1,"darkcyan",1,-0.291666666666667
"172",-4.87216494845361,-0.457627118644069,1,"darkcyan",1,-0.291666666666667
"173",-4.92164948453608,-0.412429378531076,1,"darkcyan",1,-0.299479166666667
"174",-4.93814432989691,-0.118644067796613,1,"darkcyan",1,-0.302083333333333
"175",-4.90515463917526,-0.0960451977401142,1,"darkcyan",1,-0.296875
"176",-4.90515463917526,-0.0282485875706229,1,"darkcyan",1,-0.296875
"177",-4.90515463917526,0.0621468926553668,1,"darkcyan",1,-0.296875
"178",-4.90515463917526,0.401129943502823,1,"darkcyan",1,-0.296875
"179",-4.93814432989691,0.468926553672315,1,"darkcyan",1,-0.302083333333333
"180",-4.92164948453608,0.51412429378531,1,"darkcyan",1,-0.299479166666667
"181",-4.88865979381443,0.649717514124292,1,"darkcyan",1,-0.294270833333333
"182",-4.87216494845361,1.03389830508474,1,"darkcyan",1,-0.291666666666667
