"","X","LRR","var.LRR","col","scale","Study","Sys1","pr.st"
"778",0.4375,0.002701487,0.074383168,"darkgreen",1.0083016207269,59,"T",-1.31116145147508
"779",0.75,-0.062316765,0.109023538,"darkgreen",1.00566319372038,59,"T",0.16627646524821
"780",0.9375,-0.169598511,0.083786125,"darkgreen",1.00736970813951,59,"T",1.05273921528218
"781",0.75,-0.03985032,0.103022349,"darkgreen",1.00599321587038,59,"T",0.16627646524821
"782",0.4375,-0.059235191,0.105787933,"darkgreen",1.00583647697609,59,"T",-1.31116145147508
"783",0.9375,-0.400323709,0.167625686,"darkgreen",1.0036825324961,59,"T",1.05273921528218
"784",0.4375,0.033269868,0.046904897,"darkgreen",1.01316629816504,59,"T",-1.31116145147508
"785",0.75,-0.017747906,0.059302329,"darkgreen",1.01041334195991,59,"T",0.16627646524821
"786",0.9375,-0.323031174,0.107223099,"darkgreen",1.0057583258654,59,"T",1.05273921528218
"787",0.4375,-0.07986504,0.013638922,"darkgreen",1.04528511425754,59,"T",-1.31116145147508
"788",0.9375,-0.219242145,0.010111795,"darkgreen",1.06108195717311,59,"T",1.05273921528218
"789",0.75,0.01761229,0.004904352,"darkgreen",1.12594123958879,59,"T",0.16627646524821
"790",0.4375,-0.482198902,3.219473368,"darkgreen",1.00018956171087,59,"T",-1.31116145147508
"791",0.75,0.858597416,2.054109727,"darkgreen",1.00029840721427,59,"T",0.16627646524821
"792",0.9375,-0.200670695,1.883675972,"darkgreen",1.00032561437859,59,"T",1.05273921528218
"793",0.75,0.434973343,1.828518806,"darkgreen",1.00033550568871,59,"T",0.16627646524821
"794",0.9375,-1.221044788,6.359875279,"darkgreen",1.0000948269635,59,"T",1.05273921528218
"795",0.4375,-0.023155883,0.16073379,"darkgreen",1.00384052935977,59,"T",-1.31116145147508
"796",0.75,-0.531057528,0.825189638,"darkgreen",1.00074622747951,59,"T",0.16627646524821
"797",0.9375,-0.239732464,0.174631081,"darkgreen",1.00353471425792,59,"T",1.05273921528218
"798",0.75,0.016997576,0.237903741,"darkgreen",1.00259401503944,59,"T",0.16627646524821
"799",0.9375,-0.122975062,0.211554296,"darkgreen",1.00291738960335,59,"T",1.05273921528218
"800",0.4375,0.074974943,0.226221301,"darkgreen",1.00272809266073,59,"T",-1.31116145147508
"849",0.75,-0.026366876,0.060693191,"darkgreen",1.01017465437807,59,"T",0.16627646524821
"850",0.4375,0.014760416,0.055330889,"darkgreen",1.01116093648448,59,"T",-1.31116145147508
"851",0.4375,-0.048251951,0.184203027,"darkgreen",1.00335091682597,59,"T",-1.31116145147508
"852",0.75,-0.084201185,0.205563518,"darkgreen",1.00300247848978,59,"T",0.16627646524821
"853",0.9375,-0.993924947,0.839846099,"darkgreen",1.00073316477371,59,"T",1.05273921528218
"854",0.4375,-0.043802623,0.299753702,"darkgreen",1.00205830336891,59,"T",-1.31116145147508
"855",0.75,-1.113001026,4.7520858,"darkgreen",1.00012768592354,59,"T",0.16627646524821
"856",0.4375,-0.22733643,0.199121081,"darkgreen",1.00309969597923,59,"T",-1.31116145147508
"857",0.75,-0.160306267,0.067468828,"darkgreen",1.00915262236945,59,"T",0.16627646524821
"858",0.9375,-0.627563181,0.165285647,"darkgreen",1.00373470058046,59,"T",1.05273921528218
"859",0.9375,-0.34257602,0.798041735,"darkgreen",1.00077169076405,59,"T",1.05273921528218
"860",0.4375,-0.953485102,2.31946318,"darkgreen",1.00026400620964,59,"T",-1.31116145147508
"861",0.75,-0.362778727,1.863880328,"darkgreen",1.00032909697314,59,"T",0.16627646524821
"862",0.4375,-0.223452146,0.078342971,"darkgreen",1.00788190390461,59,"T",-1.31116145147508
"863",0.75,-0.351267981,0.083499976,"darkgreen",1.0073949715094,59,"T",0.16627646524821
"864",0.9375,-0.970495094,0.320559446,"darkgreen",1.00192456142835,59,"T",1.05273921528218
"865",0.4375,0.025205189,0.148373646,"darkgreen",1.00416065250903,59,"T",-1.31116145147508
"866",0.9375,-0.553254681,0.453581457,"darkgreen",1.0013594720519,59,"T",1.05273921528218
"867",0.75,-0.022780028,0.177733915,"darkgreen",1.00347296607299,59,"T",0.16627646524821
"868",0.75,-0.118282961,0.069477949,"darkgreen",1.00888788610184,59,"T",0.16627646524821
"869",0.4375,0.000799361,0.056837614,"darkgreen",1.01086500715363,59,"T",-1.31116145147508
"870",0.9375,-0.366259774,0.089731661,"darkgreen",1.00688124622759,59,"T",1.05273921528218
"878",0.933333333,-0.661398482,0.139521983,"darkgreen",1.00442476136644,61,"T",1.03304004148327
"879",0.966666667,-0.175890666,0.266673676,"darkgreen",1.00231391384162,61,"T",1.19063342241896
"880",0.733333333,-0.087598059,0.160419392,"darkgreen",1.00384806071665,61,"T",0.0874797747803677
"881",0.866666667,-0.678205601,0.164036648,"darkgreen",1.00376315459614,61,"T",0.717853289067505
"882",0.983333333,-0.900290391,0.15475301,"darkgreen",1.00398904392269,61,"T",1.269430108159
"922",0.875,-0.806849768,0.06450965,"darkgreen",1.00957257542165,65,"T",0.757251631937526
"923",0.9375,-0.939135365,0.057153969,"darkgreen",1.0108048551672,65,"T",1.05273921528218
"924",0.75,-0.656445814,0.040269652,"darkgreen",1.01533609166786,65,"T",0.16627646524821
"925",0.5,-0.494602788,0.045476086,"darkgreen",1.01358004151219,65,"T",-1.01567386813042
"938",0.944444444,-0.388851307,0.201930555,"darkgreen",1.00305653778737,65,"T",1.0855711668859
"939",0.555555556,-0.729896723,0.156562608,"darkgreen",1.00394291084172,65,"T",-0.753018236389481
"940",0.888888889,-0.455673804,0.18468425,"darkgreen",1.00334217952577,65,"T",0.822915539872761
"941",0.777777778,-0.419741794,0.179540925,"darkgreen",1.00343798893306,65,"T",0.297604281118681
"974",0.428571429,0.137783702,0.180819265,"darkgreen",1.0034136671324,65,"T",-1.35337396135526
"975",0.928571429,-0.95097629,0.092413601,"darkgreen",1.00668147866921,65,"T",1.010526705402
"976",0.857142857,-0.146603474,0.143685064,"darkgreen",1.00429649343258,65,"T",0.672826607449366
"977",0.714285714,-0.186877373,0.098742421,"darkgreen",1.00625308742717,65,"T",-0.00257358372810928
"1006",0.272727273,0.268009307,0.030374214,"darkgreen",1.0203330945656,65,"T",-2.0901741699125
"1007",0.636363636,-0.15162861,0.031133092,"darkgreen",1.0198374136897,65,"T",-0.370973688006732
"1008",0.818181818,0.060879237,0.0525115,"darkgreen",1.01176030017933,65,"T",0.488626555310055
"1009",0.909090909,-0.294923234,0.033057035,"darkgreen",1.01868272861351,65,"T",0.918426676968448
"1022",0.333333333,-0.431762828,0.222877601,"darkgreen",1.0027690550131,65,"T",-1.80364075862544
"1023",0.666666667,-0.593483567,0.238837441,"darkgreen",1.00258386515302,65,"T",-0.2277069776354
"1024",0.916666667,-1.337550838,0.243235328,"darkgreen",1.00253710536774,65,"T",0.954243355743231
"1025",0.833333333,-0.881165639,0.288326694,"darkgreen",1.00213996924547,65,"T",0.56025990813182
"1042",0.75,-0.120002792,0.052076992,"darkgreen",1.01185844219328,65,"T",0.16627646524821
"1043",0.96875,-1.221118211,0.027355813,"darkgreen",1.02257687194593,65,"T",1.20048300695451
"1044",0.875,-0.419982393,0.028395552,"darkgreen",1.02175010730076,65,"T",0.757251631937526
"1045",0.9375,-0.883930155,0.054731148,"darkgreen",1.01128326255861,65,"T",1.05273921528218
"1106",0.8,0,0.05449777,"darkgreen",1.01133159114904,72,"T",0.402666531923937
"1107",0.6,0.023258953,0.057214181,"darkgreen",1.01079348176292,72,"T",-0.542893734778969
"1108",0.9,0.040348571,0.04627094,"darkgreen",1.01334672070681,72,"T",0.875446665275389
"1109",0.7,0.028983742,0.052621595,"darkgreen",1.01173569045958,72,"T",-0.0701136014275164
"1110",0.2,-0.060672626,0.080658629,"darkgreen",1.0076555536174,72,"T",-2.43401426818478
"1111",0.3,-0.048206682,0.091648677,"darkgreen",1.00673726318891,72,"T",-1.96123413483333
"1112",0.4,0,0.073859529,"darkgreen",1.00836049265832,72,"T",-1.48845400148187
"1113",0.5,-0.048206682,0.06791896,"darkgreen",1.00909194828956,72,"T",-1.01567386813042
"1114",0.1,0.023258953,0.047140378,"darkgreen",1.01310051691405,72,"T",-2.90679440153623
"1365",0.5,-0.009606577,0.046799758,"darkgreen",1.01319588234613,82,"T",-1.01567386813042
"1366",0.875,-0.363871211,0.024257612,"darkgreen",1.02546070039895,82,"T",0.757251631937526
"1367",0.75,-0.574526923,0.074045443,"darkgreen",1.00833949529662,82,"T",0.16627646524821
