"","X","LRR","var.LRR","col","scale","pr.st","Source"
"81",5.11799381241676,-0.301105093,1,"darkgreen",1,0.125251702350703,"Fisk and Fahey 2001"
"82",5.7037824746562,-0.127833372,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"83",5.7037824746562,-0.051293294,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"84",5.7037824746562,0.058268908,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"85",4.38202663467388,-0.174353387,1,"darkgreen",1,-0.0545004329565036,"Shaver et al. 2006"
"86",4.38202663467388,-0.301105093,1,"darkgreen",1,-0.0545004329565036,"Shaver et al. 2006"
"87",4.38202663467388,0.300104592,1,"darkgreen",1,-0.0545004329565036,"Shaver et al. 2006"
"88",4.38202663467388,0.231111721,1,"darkgreen",1,-0.0545004329565036,"Shaver et al. 2006"
"89",6.21460809842219,0.518793793,1,"darkgreen",1,0.393088048154066,"Kelliher et al. 2007"
"90",5.23644196282995,-0.105360516,1,"darkgreen",1,0.154181400038118,"Thirukkumaran and Parkinson 2002"
"91",5.23644196282995,-0.010050336,1,"darkgreen",1,0.154181400038118,"Thirukkumaran and Parkinson 2002"
"92",3.61091791264422,0,1,"darkgreen",1,-0.242835515730084,"Bowden et al. 2004"
"93",4.78749174278205,-0.562118918,1,"darkgreen",1,0.0445300960930859,"Bowden et al. 2004"
"94",3.61091791264422,-0.84397007,1,"darkgreen",1,-0.242835515730084,"Bowden et al. 2004"
"95",4.78749174278205,-0.597837001,1,"darkgreen",1,0.0445300960930859,"Bowden et al. 2004"
"96",5.11799381241676,-0.616186139,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"97",5.11799381241676,-0.693147181,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"98",5.11799381241676,-0.544727175,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"99",3.40119738166216,-0.020202707,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"100",3.40119738166216,-0.083381609,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"101",3.40119738166216,-0.030459207,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
