"","X","LRR","var.LRR","col","scale","Study","Sys1","pr.st"
"1029",0.875,-0.333934682,0.163075679,"darkgreen",1.00129391280953,65,"T",0.826361984327774
"1030",0.75,-0.430786815,0.053243352,"darkgreen",1.00484317416778,65,"T",0.24345854614677
"1031",0.875,-0.309123203,0.024285089,"darkgreen",1.01112708190497,65,"T",0.826361984327774
"1032",0.9375,-0.711072361,0.051777734,"darkgreen",1.00499234184989,65,"T",1.11781370341828
"1033",0.96875,-0.935114675,0.046057104,"darkgreen",1.00566542167466,65,"T",1.26353956296353
"1034",0.96875,-1.244569297,0.017437622,"darkgreen",1.01566404628787,65,"T",1.26353956296353
"1035",0.9375,-0.977298992,0.035147452,"darkgreen",1.00755638368885,65,"T",1.11781370341828
"1036",0.75,-0.248890229,0.030741537,"darkgreen",1.00870052343036,65,"T",0.24345854614677
"1037",0.875,-0.534143817,0.012398868,"darkgreen",1.02220312011767,65,"T",0.826361984327774
"1063",0.84375,-0.045595925,0.011314262,"darkgreen",1.02437245258065,67,"T",0.680636124782523
"1064",0.625,0.042829634,0.067189737,"darkgreen",1.00374932938385,67,"T",-0.339444892034233
"1065",0.84375,-0.130755926,0.015705756,"darkgreen",1.01743836062366,67,"T",0.680636124782523
"1066",0.625,-0.282507417,0.037138485,"darkgreen",1.00712840434486,67,"T",-0.339444892034233
"1088",0.4,-0.102573505,0.009844743,"darkgreen",1.02807420161309,72,"T",-1.38867108076004
"1089",0.3,-0.075764921,0.005583424,"darkgreen",1.04982631381095,72,"T",-1.85499383130484
"1090",0.9,-0.43287203,0.039041927,"darkgreen",1.00676006628193,72,"T",0.942942671963975
"1091",0.5,-0.191977042,0.020419932,"darkgreen",1.01331401516139,72,"T",-0.922348330215237
"1092",0.1,0.02814275,0.014575706,"darkgreen",1.01882343021384,72,"T",-2.78763933239445
"1093",0.6,-0.069064733,0.013277634,"darkgreen",1.02070539229914,72,"T",-0.456025579670434
"1094",0.7,-0.038730466,0.031117526,"darkgreen",1.00859024085957,72,"T",0.0102971708743687
"1095",0.2,-0.060913897,0.01112959,"darkgreen",1.0247839413968,72,"T",-2.32131658184965
"1096",0.8,-0.270477992,0.019535435,"darkgreen",1.0139361454806,72,"T",0.476619921419172
"1115",0.833333333,-0.102310548,0.046857845,"darkgreen",1.00556131573502,73,"T",0.63206083671303
"1116",0.5,-0.290426493,0.015942576,"darkgreen",1.0171729835412,73,"T",-0.922348330215237
"1117",0.666666667,-0.347560215,0.018698096,"darkgreen",1.01457934132301,73,"T",-0.14514374441949
"1118",0.75,-0.365403985,0.024209327,"darkgreen",1.01116323882222,73,"T",0.24345854614677
"1119",0.958333333,-0.465835278,0.038570727,"darkgreen",1.00684786306279,73,"T",1.21496427489403
"1120",0.916666667,-0.480121161,0.032212466,"darkgreen",1.00828374566639,73,"T",1.02066313194252
"1121",0.958333333,-0.48443664,0.039049484,"darkgreen",1.00675867548009,73,"T",1.21496427489403
"1122",0.5,-0.249050621,0.025625732,"darkgreen",1.01052263306826,73,"T",-0.922348330215237
"1123",0.75,0.029874583,0.039559396,"darkgreen",1.00666605806381,73,"T",0.24345854614677
"1124",0.833333333,-0.022743072,0.040098161,"darkgreen",1.00657075921646,73,"T",0.63206083671303
"1125",0.666666667,-0.262614345,0.017410267,"darkgreen",1.01568932799576,73,"T",-0.14514374441949
"1126",0.916666667,-0.061625321,0.033303834,"darkgreen",1.00799830530023,73,"T",1.02066313194252
"1127",0.833333333,0.042823049,0.040299544,"darkgreen",1.00653579203724,73,"T",0.63206083671303
"1128",0.916666667,-0.379940571,0.040736542,"darkgreen",1.00646110288371,73,"T",1.02066313194252
"1129",0.5,-0.08604318,0.027842348,"darkgreen",1.00965092572009,73,"T",-0.922348330215237
"1130",0.666666667,-0.092815398,0.034633684,"darkgreen",1.00767480691676,73,"T",-0.14514374441949
"1131",0.958333333,-0.310204494,0.072852153,"darkgreen",1.00342475157748,73,"T",1.21496427489403
"1132",0.75,0.06415806,0.039961248,"darkgreen",1.00659473338582,73,"T",0.24345854614677
"1133",0.916666667,-0.300765296,0.023098631,"darkgreen",1.01172053829302,73,"T",1.02066313194252
"1134",0.75,-0.078819442,0.018351167,"darkgreen",1.01486302994135,73,"T",0.24345854614677
"1135",0.958333333,-0.637020672,0.042334211,"darkgreen",1.00620116261793,73,"T",1.21496427489403
"1136",0.5,-0.196021992,0.018757355,"darkgreen",1.01453193375074,73,"T",-0.922348330215237
"1137",0.833333333,-0.145769792,0.034363131,"darkgreen",1.00773859261539,73,"T",0.63206083671303
"1138",0.666666667,-0.339608867,0.034352017,"darkgreen",1.00774123434158,73,"T",-0.14514374441949
"1139",0.958333333,-0.626721077,0.033283368,"darkgreen",1.00800348582614,73,"T",1.21496427489403
"1140",0.75,-0.261033758,0.016891863,"darkgreen",1.01618392074181,73,"T",0.24345854614677
"1141",0.666666667,-0.455411441,0.011468996,"darkgreen",1.02403787525884,73,"T",-0.14514374441949
"1142",0.5,-0.108134118,0.017358976,"darkgreen",1.01573694630957,73,"T",-0.922348330215237
"1143",0.916666667,-0.603409272,0.022993818,"darkgreen",1.01177590901695,73,"T",1.02066313194252
"1144",0.833333333,-0.293751471,0.015851532,"darkgreen",1.01727406790285,73,"T",0.63206083671303
"1145",0.958333333,-0.532835751,0.033047066,"darkgreen",1.00806376532085,73,"T",1.21496427489403
"1146",0.75,-0.244838874,0.021683704,"darkgreen",1.01251317960401,73,"T",0.24345854614677
"1147",0.5,-0.14485245,0.016094095,"darkgreen",1.01700729044274,73,"T",-0.922348330215237
"1148",0.916666667,-0.780429359,0.028162572,"darkgreen",1.00953633799799,73,"T",1.02066313194252
"1149",0.666666667,-0.21413231,0.023487118,"darkgreen",1.01151961841759,73,"T",-0.14514374441949
"1150",0.833333333,-0.404510223,0.014008341,"darkgreen",1.01960309625177,73,"T",0.63206083671303
"1151",0.958333333,-0.832334988,0.017687263,"darkgreen",1.01543693935015,73,"T",1.21496427489403
"1152",0.833333333,-0.359054603,0.014729164,"darkgreen",1.01862287026197,73,"T",0.63206083671303
"1153",0.75,-0.166813031,0.017687283,"darkgreen",1.01543692141229,73,"T",0.24345854614677
"1154",0.5,-0.14767842,0.013491723,"darkgreen",1.02037006522086,73,"T",-0.922348330215237
"1155",0.666666667,-0.302483587,0.013224895,"darkgreen",1.02078966391969,73,"T",-0.14514374441949
"1156",0.916666667,-0.528613054,0.028025789,"darkgreen",1.00958496352733,73,"T",1.02066313194252
"1157",0.5,-0.062260907,0.008969473,"darkgreen",1.03085540733092,73,"T",-0.922348330215237
"1158",0.666666667,-0.020455082,0.016916027,"darkgreen",1.01616019306123,73,"T",-0.14514374441949
"1159",0.75,-0.248531978,0.013903615,"darkgreen",1.01975396610159,73,"T",0.24345854614677
"1160",0.958333333,-0.661376273,0.01520523,"darkgreen",1.01802644167009,73,"T",1.21496427489403
"1161",0.833333333,-0.249858293,0.009488244,"darkgreen",1.02914505611971,73,"T",0.63206083671303
"1162",0.916666667,-0.498177691,0.013849779,"darkgreen",1.0198324109789,73,"T",1.02066313194252
"1217",0.75,-0.09081144,0.039297721,"darkgreen",1.00671328693832,74,"T",0.24345854614677
"1218",0.875,-0.381381094,0.036561476,"darkgreen",1.00724763750762,74,"T",0.826361984327774
"1219",0.5,-0.069033679,0.022248521,"darkgreen",1.01218467949042,74,"T",-0.922348330215237
"1220",0.9375,-0.752399428,0.027671249,"darkgreen",1.00971323822818,74,"T",1.11781370341828
"1221",0.75,-0.063434173,0.017657436,"darkgreen",1.01546373619615,74,"T",0.24345854614677
"1222",0.9375,-0.430560446,0.018742641,"darkgreen",1.01454367706674,74,"T",1.11781370341828
"1223",0.875,-0.165216867,0.018916507,"darkgreen",1.01440608122446,74,"T",0.826361984327774
"1224",0.5,0.146726291,0.015317183,"darkgreen",1.01789156829627,74,"T",-0.922348330215237
"1225",0.9375,-0.700858485,0.015165524,"darkgreen",1.01807475512601,74,"T",1.11781370341828
"1226",0.75,-0.14788975,0.01393477,"darkgreen",1.01970884677618,74,"T",0.24345854614677
"1227",0.875,-0.232155435,0.016578875,"darkgreen",1.01649750731545,74,"T",0.826361984327774
"1228",0.5,0.069246289,0.007682547,"darkgreen",1.03609555834369,74,"T",-0.922348330215237
"1229",0.75,-0.337543197,0.013078184,"darkgreen",1.02102766853669,74,"T",0.24345854614677
"1230",0.5,-0.115863605,0.00949189,"darkgreen",1.02913369710914,74,"T",-0.922348330215237
"1231",0.9375,-0.935790304,0.014903564,"darkgreen",1.0183999545777,74,"T",1.11781370341828
"1232",0.875,-0.626618533,0.01489419,"darkgreen",1.0184118035396,74,"T",0.826361984327774
"1233",0.75,-0.390868983,0.012675724,"darkgreen",1.02170885323821,74,"T",0.24345854614677
"1234",0.5,-0.200150416,0.007174566,"darkgreen",1.03868144204136,74,"T",-0.922348330215237
"1235",0.9375,-1.017767477,0.014337049,"darkgreen",1.01914387055708,74,"T",1.11781370341828
"1236",0.875,-0.546799551,0.012130371,"darkgreen",1.02270401396586,74,"T",0.826361984327774
"1237",0.9375,-0.874985154,0.007848783,"darkgreen",1.03532202344357,74,"T",1.11781370341828
"1238",0.5,-0.174429692,0.006718897,"darkgreen",1.04133371517236,74,"T",-0.922348330215237
"1239",0.875,-0.548184338,0.011802125,"darkgreen",1.02334733467083,74,"T",0.826361984327774
"1240",0.75,-0.398493802,0.013287646,"darkgreen",1.02068946968104,74,"T",0.24345854614677
"1241",0.5,-0.085625481,0.008417128,"darkgreen",1.03290818516245,74,"T",-0.922348330215237
"1242",0.875,-0.598988207,0.01133097,"darkgreen",1.02433588522749,74,"T",0.826361984327774
"1243",0.75,-0.433137282,0.010621363,"darkgreen",1.02599025630921,74,"T",0.24345854614677
"1244",0.9375,-0.973599767,0.009612448,"darkgreen",1.02876295517178,74,"T",1.11781370341828
"1245",0.5,-0.278984099,0.00908254,"darkgreen",1.03046598217398,74,"T",-0.922348330215237
"1246",0.75,-0.586014318,0.019181177,"darkgreen",1.01420141277498,74,"T",0.24345854614677
"1247",0.9375,-0.917945446,0.023207532,"darkgreen",1.01166353774263,74,"T",1.11781370341828
"1248",0.875,-0.654097051,0.015161042,"darkgreen",1.01808022462771,74,"T",0.826361984327774
"1249",0.875,-0.569942073,0.014197078,"darkgreen",1.01933681919091,74,"T",0.826361984327774
"1250",0.75,-0.512618694,0.009910986,"darkgreen",1.0278837076895,74,"T",0.24345854614677
"1251",0.5,-0.267908454,0.007900149,"darkgreen",1.03508958897935,74,"T",-0.922348330215237
"1252",0.9375,-1.156094346,0.012108644,"darkgreen",1.02274551821393,74,"T",1.11781370341828
"1253",0.75,-0.642450197,0.01128332,"darkgreen",1.02444045864246,74,"T",0.24345854614677
"1254",0.5,-0.30327197,0.007203569,"darkgreen",1.03852398505047,74,"T",-0.922348330215237
"1255",0.875,-0.773097861,0.015413983,"darkgreen",1.01777652959739,74,"T",0.826361984327774
"1256",0.9375,-1.269069131,0.019494968,"darkgreen",1.01396595931102,74,"T",1.11781370341828
"1285",0.75,-0.449492466,0.022294015,"darkgreen",1.0121589443188,76,"T",0.24345854614677
"1286",0.5,-0.478400264,0.031562563,"darkgreen",1.0084631011613,76,"T",-0.922348330215237
"1287",0.875,-0.693147181,0.01879044,"darkgreen",1.01450559561862,76,"T",0.826361984327774
"1291",0.875,-0.06801245,0.009106208,"darkgreen",1.0303856889205,77,"T",0.826361984327774
"1292",0.75,-0.035788358,0.009346753,"darkgreen",1.02959271230129,77,"T",0.24345854614677
"1293",0.5,-0.016821701,0.008216777,"darkgreen",1.0337209940857,77,"T",-0.922348330215237
"1294",0.875,-0.207574154,0.002705946,"darkgreen",1.10326486286294,77,"T",0.826361984327774
"1295",0.5,-0.080818532,0.00238029,"darkgreen",1.11745127155124,77,"T",-0.922348330215237
"1296",0.75,-0.137996186,0.003814241,"darkgreen",1.07313546178408,77,"T",0.24345854614677
"1297",0.5,-0.198192295,0.01047315,"darkgreen",1.02636410090162,77,"T",-0.922348330215237
"1298",0.75,-0.318796753,0.010895845,"darkgreen",1.02532477619607,77,"T",0.24345854614677
"1299",0.875,-0.561333899,0.010028217,"darkgreen",1.02755275625767,77,"T",0.826361984327774
"1300",0.75,-0.284285961,0.025097329,"darkgreen",1.01075316116854,77,"T",0.24345854614677
"1301",0.5,-0.130890366,0.018868847,"darkgreen",1.01444354660171,77,"T",-0.922348330215237
"1302",0.875,-0.775165509,0.020651538,"darkgreen",1.01315991414817,77,"T",0.826361984327774
"1315",0.888888889,-0.562837346,0.197219092,"darkgreen",1.00099603979446,79,"T",0.891129033532688
"1316",0.666666667,-0.275923022,0.177699451,"darkgreen",1.00115231826975,79,"T",-0.14514374441949
"1321",0.333333333,-0.693147181,0.0625,"blue",1.00406267809318,80,"A",-1.69955291601098
"1322",0.666666667,-1.386294361,0.142857143,"blue",1.00153742512499,80,"A",-0.14514374441949
"1323",0.333333333,-0.29334781,0.037793862,"blue",1.00699739323672,80,"A",-1.69955291601098
"1324",0.666666667,-0.819440906,0.079104969,"blue",1.00312031847487,80,"A",-0.14514374441949
"1325",0.333333333,-0.341170757,0.011894026,"blue",1.02316364128295,80,"A",-1.69955291601098
"1326",0.666666667,-0.791587253,0.026943039,"blue",1.00998729698089,80,"A",-0.14514374441949
"1327",0.333333333,-0.40279488,0.009855259,"blue",1.02804378992466,80,"A",-1.69955291601098
"1328",0.666666667,-0.836659462,0.022569091,"blue",1.01200554878174,80,"A",-0.14514374441949
"1329",0.333333333,-0.13895146,0.005764671,"blue",1.04824631022751,80,"A",-1.69955291601098
"1330",0.666666667,-0.432864082,0.020316542,"blue",1.01338394086322,80,"A",-0.14514374441949
"1331",0.333333333,-0.086074609,0.006878948,"blue",1.0403620855149,80,"A",-1.69955291601098
"1332",0.666666667,-0.155870371,0.029560346,"blue",1.00906523321859,80,"A",-0.14514374441949
"1333",0.666666667,0.333894916,0.031532243,"blue",1.00847164916006,80,"A",-0.14514374441949
"1334",0.333333333,0,0.0135425,"blue",1.02029208882488,80,"A",-1.69955291601098
"1335",0.333333333,0.118630853,0.024373299,"blue",1.0110852674744,80,"A",-1.69955291601098
"1336",0.666666667,0.518430223,0.043210861,"blue",1.00606669917486,80,"A",-0.14514374441949
"1337",0.666666667,0.614366303,0.047849782,"blue",1.00543718360844,80,"A",-0.14514374441949
"1338",0.333333333,0.174353387,0.05961818,"blue",1.0042796834728,80,"A",-1.69955291601098
"1339",0.333333333,0.405465108,0.19047619,"blue",1.00104640372053,80,"A",-1.69955291601098
"1340",0.666666667,0,0.25,"blue",1.00069567413821,80,"A",-0.14514374441949
"1341",0.666666667,-0.109199292,0.087949361,"blue",1.00276362603013,80,"A",-0.14514374441949
"1342",0.333333333,-0.03509132,0.048386622,"blue",1.0053721254178,80,"A",-1.69955291601098
"1343",0.333333333,0,0.009000588,"blue",1.03074726533609,80,"A",-1.69955291601098
"1344",0.666666667,-0.43936666,0.026775968,"blue",1.01005227578175,80,"A",-0.14514374441949
"1345",0.666666667,-0.554310736,0.023857821,"blue",1.01133399704678,80,"A",-0.14514374441949
"1346",0.333333333,-0.195169699,0.014991345,"blue",1.01828971636363,80,"A",-1.69955291601098
"1347",0.333333333,-0.021506205,0.013607036,"blue",1.02019382310358,80,"A",-1.69955291601098
"1348",0.666666667,-0.161268148,0.024151565,"blue",1.01119095776157,80,"A",-0.14514374441949
"1349",0.666666667,-0.029675768,0.033575021,"blue",1.00793025646106,80,"A",-0.14514374441949
"1350",0.333333333,-0.054067221,0.017911258,"blue",1.01523855199783,80,"A",-1.69955291601098
"1351",0.333333333,0.157733629,0.026210473,"blue",1.01027836044952,80,"A",-1.69955291601098
"1352",0.666666667,0.443267473,0.038278231,"blue",1.00690344998498,80,"A",-0.14514374441949
"1353",0.333333333,0.448658717,0.033189713,"blue",1.00802727408111,80,"A",-1.69955291601098
"1354",0.666666667,0.697702997,0.045710287,"blue",1.00571164404181,80,"A",-0.14514374441949
"1355",0.666666667,1.076607927,0.056536854,"blue",1.00453618483543,80,"A",-0.14514374441949
"1356",0.333333333,0.710183368,0.066543822,"blue",1.00378986409366,80,"A",-1.69955291601098
"1359",0.75,-0.650153203,0.014605594,"darkgreen",1.01878403799798,82,"T",0.24345854614677
"1360",0.875,-0.491584932,0.029644008,"darkgreen",1.00903844497817,82,"T",0.826361984327774
"1361",0.5,-0.139003958,0.03397771,"darkgreen",1.00783121392583,82,"T",-0.922348330215237
"1362",0.5,0.050554661,0.009813235,"darkgreen",1.02816571120844,82,"T",-0.922348330215237
"1363",0.875,-0.414429851,0.005954546,"darkgreen",1.04669425565955,82,"T",0.826361984327774
"1364",0.75,-0.425042888,0.017212191,"darkgreen",1.01587478901812,82,"T",0.24345854614677
"1409",0.8,-0.288363968,0.022457566,"blue",1.0120672875357,85,"A",0.476619921419172
"1410",0.8,-0.42310098,0.009409512,"blue",1.02939249088508,85,"A",0.476619921419172
