"","X","LRR","var.LRR","scale","col","ref","pr.st"
"891",1.9,0.3877,0.0389,1.70072134678133,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"892",1.9,0.3544,0.0317,1.71478970638433,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"893",1.9,0.4323,0.2869,1.56338072528729,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"894",1.9,0.6592,0.138,1.61368595204696,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"895",1.9,0.5206,0.0683,1.66202977000261,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"896",1.9,-0.3227,0.042,1.69545112275883,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"897",1.9,-0.1037,0.0349,1.7081795232,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"898",1.9,0.733,0.111,1.62865101279407,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"899",1.9,1.078,0.1256,1.62015738021494,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"900",1.9,0.7339,0.0723,1.65811780387717,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"901",1.9,0.7691,0.1219,1.62221261802898,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"902",1.9,-0.0752,0.0833,1.64838335534059,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"903",1.9,0.0229,0.0943,1.63985806460746,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"904",1.9,0.1625,0.086,1.64619081882873,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"905",1.9,-0.2085,0.0604,1.67047862970286,"darkgreen","Kudo & Suzuki 2003",-0.651702253708685
"1018",0.35,0.1021,0.0328,1.71244505496421,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1019",0.35,0.3254,0.0456,1.68979854861244,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1020",0.35,0.2474,0.0678,1.66253479984069,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1021",0.35,0.2476,0.0432,1.69351481860982,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1022",0.35,-0.0083,0.0582,1.67302892820964,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1023",0.35,0.0509,0.0381,1.70214964236668,"darkgreen","Llorens et al. 2004",-1.71496610073752
"1024",4.5,-0.0299,0.004,1.85707114160699,"darkgreen","Luomala et al. 2003",1.13183710259775
"1025",4.5,-0.0264,0.0045,1.84897541278413,"darkgreen","Luomala et al. 2003",1.13183710259775
"1026",4.5,-0.0018,0.0061,1.82806567159541,"darkgreen","Luomala et al. 2003",1.13183710259775
"1027",4.5,-0.0784,0.0029,1.87917495138146,"darkgreen","Luomala et al. 2003",1.13183710259775
"1028",4.5,-0.087,0.0017,1.91588471141638,"darkgreen","Luomala et al. 2003",1.13183710259775
"1029",4.5,0.0097,0.0066,1.82265072690519,"darkgreen","Luomala et al. 2003",1.13183710259775
"1034",2.4,0.0431,0.0904,1.64276118785328,"darkgreen","Michelsen et al.1996",-0.308713915957448
"1035",2.4,0.4522,0.0851,1.64691392107422,"darkgreen","Michelsen et al.1996",-0.308713915957448
"1036",2.8,-0.058,0.0741,1.65642753218343,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1037",2.8,0.3002,0.1632,1.60215765382009,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1038",2.8,-0.4552,0.3023,1.55978687391154,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1039",3.9,0.3625,0.0517,1.68116895883985,"darkgreen","Michelsen et al.1996",0.720251097296264
"1040",3.9,0.8544,0.1082,1.63040709284361,"darkgreen","Michelsen et al.1996",0.720251097296264
"1041",3.9,0.4794,0.2311,1.5782467895943,"darkgreen","Michelsen et al.1996",0.720251097296264
"1042",4.9,0.0431,0.065,1.66543366175601,"darkgreen","Michelsen et al.1996",1.40622777279874
"1043",4.9,0.2951,0.0584,1.67279313294671,"darkgreen","Michelsen et al.1996",1.40622777279874
"1044",2.4,0.258,0.1177,1.62462257989064,"darkgreen","Michelsen et al.1996",-0.308713915957448
"1045",2.4,0.8326,0.4224,1.53679301011917,"darkgreen","Michelsen et al.1996",-0.308713915957448
"1046",2.8,0.1357,0.1084,1.630280159748,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1047",2.8,0.17,0.1668,1.60065793792386,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1048",2.8,1.0156,0.2203,1.58153642899186,"darkgreen","Michelsen et al.1996",-0.0343232457564584
"1049",3.9,0.5978,0.0368,1.70453585068386,"darkgreen","Michelsen et al.1996",0.720251097296264
"1050",3.9,0.5752,0.1034,1.63352600604218,"darkgreen","Michelsen et al.1996",0.720251097296264
"1051",3.9,-0.3857,0.5767,1.51539126270746,"darkgreen","Michelsen et al.1996",0.720251097296264
"1052",4.9,0.9848,0.0945,1.6397124411383,"darkgreen","Michelsen et al.1996",1.40622777279874
"1053",4.9,1.4584,0.3362,1.55248136329247,"darkgreen","Michelsen et al.1996",1.40622777279874
"1072",3.7,-0.0924,0.0107,1.78944011720414,"darkgreen","Moya et al. 1998",0.583055762195769
"1073",3.7,-0.1575,0.0151,1.76576453529821,"darkgreen","Moya et al. 1998",0.583055762195769
"1074",3.7,0.1671,0.0025,1.8893764893757,"darkgreen","Moya et al. 1998",0.583055762195769
"1075",3.7,0.0953,0.0075,1.81386419576776,"darkgreen","Moya et al. 1998",0.583055762195769
"1076",3.7,-0.5082,0.024,1.73391589520138,"darkgreen","Moya et al. 1998",0.583055762195769
"1077",3.7,-0.3392,0.016,1.76178523601165,"darkgreen","Moya et al. 1998",0.583055762195769
"1078",3.7,0.1484,0.0163,1.76050840204936,"darkgreen","Moya et al. 1998",0.583055762195769
"1079",3.7,0.0217,0.021,1.7430940755565,"darkgreen","Moya et al. 1998",0.583055762195769
"1080",3.7,-0.2798,0.0562,1.67543246861622,"darkgreen","Moya et al. 1998",0.583055762195769
"1081",3.7,-0.6061,0.0386,1.70125348558173,"darkgreen","Moya et al. 1998",0.583055762195769
"1082",3.7,0.1681,0.0057,1.83272740700545,"darkgreen","Moya et al. 1998",0.583055762195769
"1083",3.7,-0.05,0.0223,1.73896560491305,"darkgreen","Moya et al. 1998",0.583055762195769
"1090",3.7,-0.5436,0.0251,1.73083563735885,"darkgreen","Moya et al. 1998",0.583055762195769
"1091",3.7,-0.0177,0.0041,1.85537391335722,"darkgreen","Moya et al. 1998",0.583055762195769
"1092",3.7,0,0.0389,1.70072134678133,"darkgreen","Moya et al. 1998",0.583055762195769
"1093",3.7,0.2189,0.0236,1.73507111990267,"darkgreen","Moya et al. 1998",0.583055762195769
"1094",3.7,-0.5718,0.0392,1.7001932961555,"darkgreen","Moya et al. 1998",0.583055762195769
"1095",3.7,-0.2029,0.0167,1.75884203554601,"darkgreen","Moya et al. 1998",0.583055762195769
"1113",4,-0.2423,0.0351,1.70778675497848,"darkgreen","Norby & Luo 2004",0.788848764846511
"1114",4,0.1522,0.0183,1.75255337798748,"darkgreen","Norby & Luo 2004",0.788848764846511
"1115",4,-0.4055,0.0386,1.70125348558173,"darkgreen","Norby & Luo 2004",0.788848764846511
"1116",4,-0.4724,0.0306,1.71721717140284,"darkgreen","Norby & Luo 2004",0.788848764846511
"1117",3.5,-0.2305,0.0364,1.70528705216904,"darkgreen","Norby et al. 2000",0.445860427095274
"1118",3.5,-0.2617,0.0662,1.66417629282006,"darkgreen","Norby et al. 2000",0.445860427095274
"1119",3.5,-0.5821,0.1246,1.62070681760691,"darkgreen","Norby et al. 2000",0.445860427095274
"1120",3.5,-0.7065,0.0316,1.7150068763967,"darkgreen","Norby et al. 2000",0.445860427095274
"1145",2.3,0.8742,0.0158,1.76264982919437,"darkgreen","Nyléhn & Totland 1999",-0.377311583507696
"1146",2.3,0.2231,0.0048,1.84453940582569,"darkgreen","Nyléhn & Totland 1999",-0.377311583507696
"1167",1.3,0.3059,0.1099,1.62933556057006,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1168",1.3,0.0553,0.0929,1.64088616018969,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1169",1.3,-0.2877,0.0906,1.6426092888926,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1170",1.3,0.1335,0.2384,1.57610919437482,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1171",1.3,0.21,0.0821,1.64938072594898,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1172",1.3,0.2014,0.1095,1.62958618710748,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1173",1.3,0.1836,0.1246,1.62070681760691,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1174",1.3,0.0997,0.1137,1.62699910881349,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1175",1.3,-0.5025,0.2415,1.57522117960441,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1176",1.3,-0.2311,0.3637,1.54707726121289,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1177",1.3,-0.2171,0.3232,1.5551918912463,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1178",1.3,-0.3949,0.2538,1.57180666253188,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1179",1.3,-0.3185,0.151,1.60749807187623,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1180",1.3,0.2454,0.0885,1.64422122126577,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1181",1.3,-0.2829,0.2471,1.57364554036871,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1182",1.3,-0.3514,0.2392,1.57587892865951,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1183",1.3,0.0367,0.1465,1.60957758599638,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1184",1.3,0.3556,0.0996,1.63609960871008,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1185",1.3,-0.5769,0.176,1.59696769869814,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1186",1.3,-0.36,0.3289,1.55399024973902,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1187",1.3,-0.2809,0.0485,1.68556066399094,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1188",1.3,0.1699,0.1943,1.59016855041402,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1189",1.3,-0.5274,0.104,1.6331283139873,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1190",1.3,-0.1527,0.0776,1.65325531622223,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1191",1.3,0.619,0.1994,1.58838768024005,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1192",1.3,0.4128,0.1324,1.61653334002239,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1193",1.3,0,0.8325,1.4901581613595,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1194",1.3,0.2822,0.4633,1.53044044897921,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1195",1.3,-0.0994,0.0969,1.63798860779753,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1196",1.3,-0.1927,0.1158,1.62574119197379,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1197",1.3,0.08,0.1729,1.59818914775347,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1198",1.3,-0.0651,0.0918,1.64170487779491,"darkgreen","Pedersen & Post 2008",-1.06328825901017
"1199",4,-0.1335,0.0361,1.70585589060247,"darkgreen","Potter et al.1995",0.788848764846511
"1200",4,-0.1777,0.0056,1.83394397419339,"darkgreen","Potter et al.1995",0.788848764846511
"1201",4,-0.6419,0.0413,1.69660634746012,"darkgreen","Potter et al.1995",0.788848764846511
"1210",4,0.0115,0.0155,1.76396745903385,"darkgreen","Press et al. 1998",0.788848764846511
"1211",4,-0.0445,0.0437,1.69272385186362,"darkgreen","Press et al. 1998",0.788848764846511
"1212",4,0.8099,0.1254,1.62026691689427,"darkgreen","Press et al. 1998",0.788848764846511
"1213",4,0.1469,0.0461,1.68904898554905,"darkgreen","Press et al. 1998",0.788848764846511
"1214",4,0.635,0.2852,1.56378921531305,"darkgreen","Press et al. 1998",0.788848764846511
"1215",4,0.1978,0.5567,1.51781728660976,"darkgreen","Press et al. 1998",0.788848764846511
"1216",4,0.1513,0.0056,1.83394397419339,"darkgreen","Press et al. 1998",0.788848764846511
"1217",4,-0.5789,0.1343,1.61555398278412,"darkgreen","Press et al. 1998",0.788848764846511
"1218",4,-0.2449,0.0671,1.66324813428191,"darkgreen","Press et al. 1998",0.788848764846511
"1219",4.2,0.1265,0.0277,1.72406087559475,"darkgreen","Rasmussen et al. 2002",0.926044099947006
"1220",4.2,0.0518,0.0206,1.74441592882845,"darkgreen","Rasmussen et al. 2002",0.926044099947006
"1235",3,0.3983,0.3792,1.54420867719342,"darkgreen","Richardson et al. 2002",0.102872089344037
"1236",3,-0.1131,0.1841,1.59387499463526,"darkgreen","Richardson et al. 2002",0.102872089344037
"1237",3,0.5511,0.2797,1.56512768346852,"darkgreen","Richardson et al. 2002",0.102872089344037
"1238",3,0.1279,0.2452,1.5741760937984,"darkgreen","Richardson et al. 2002",0.102872089344037
"1239",3,-0.0636,0.089,1.6438339850205,"darkgreen","Richardson et al. 2002",0.102872089344037
"1240",3,-0.5727,0.1461,1.6097655129808,"darkgreen","Richardson et al. 2002",0.102872089344037
"1241",3,-0.1027,0.0237,1.7347804883841,"darkgreen","Richardson et al. 2002",0.102872089344037
"1242",3,0.5306,0.1043,1.6329303275276,"darkgreen","Richardson et al. 2002",0.102872089344037
"1243",3,0.0241,0.0426,1.69447615248653,"darkgreen","Richardson et al. 2002",0.102872089344037
"1244",3,-0.3145,0.0725,1.65792793013285,"darkgreen","Richardson et al. 2002",0.102872089344037
"1245",3,0.7036,0.4597,1.53097662354259,"darkgreen","Richardson et al. 2002",0.102872089344037
"1246",3,-0.6931,0.2438,1.57456966523131,"darkgreen","Richardson et al. 2002",0.102872089344037
"1247",3,-0.4055,0.2352,1.57703804974989,"darkgreen","Richardson et al. 2002",0.102872089344037
"1248",3,-8.8537,1.3951,1.45467148138609,"darkgreen","Richardson et al. 2002",0.102872089344037
"1249",3,0.025,0.0387,1.7010756478325,"darkgreen","Richardson et al. 2002",0.102872089344037
"1250",3,0.1166,0.0372,1.70379277045487,"darkgreen","Richardson et al. 2002",0.102872089344037
"1251",3,0,0.0239,1.734202886231,"darkgreen","Richardson et al. 2002",0.102872089344037
"1252",3,0.4467,0.0473,1.68728269773486,"darkgreen","Richardson et al. 2002",0.102872089344037
"1253",3,0.0423,0.262,1.56962105433636,"darkgreen","Richardson et al. 2002",0.102872089344037
"1254",3,-1.1391,0.1366,1.61438681720494,"darkgreen","Richardson et al. 2002",0.102872089344037
"1255",3,0.4852,0.6225,1.51013849305681,"darkgreen","Richardson et al. 2002",0.102872089344037
"1256",3,-0.8105,0.1382,1.61358640930439,"darkgreen","Richardson et al. 2002",0.102872089344037
"1257",3,0.0526,0.0158,1.76264982919437,"darkgreen","Richardson et al. 2002",0.102872089344037
"1258",3,0.3285,0.0355,1.70700788826783,"darkgreen","Richardson et al. 2002",0.102872089344037
"1296",1,0.2729,0.8451,1.48912565318429,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1297",1,-1.8345,7.653,1.33767673740757,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1298",1,0.4674,0.5662,1.51665424275691,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1299",1,0.4644,0.2467,1.57375689600544,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1300",1,0.4124,0.6357,1.50869623361941,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1301",1,0.055,0.3457,1.55056607471059,"darkgreen","Sardans et al. 2008",-1.26908126166091
"1310",5.6,-9.4611,1.469,1.4511237080023,"darkgreen","Shaver et al. 1998",1.88641144565047
"1311",5.6,0.0361,0.0599,1.67104999003142,"darkgreen","Shaver et al. 1998",1.88641144565047
"1312",5.6,-0.3598,0.0319,1.71435741406796,"darkgreen","Shaver et al. 1998",1.88641144565047
"1313",5.6,-5.6034,1.0136,1.47662917060529,"darkgreen","Shaver et al. 1998",1.88641144565047
"1314",5.6,-4.4173,1.9504,1.4316408068383,"darkgreen","Shaver et al. 1998",1.88641144565047
"1315",5.6,0.8426,0.4245,1.53645213817567,"darkgreen","Shaver et al. 1998",1.88641144565047
"1316",5.6,1.2294,0.0987,1.63672352450753,"darkgreen","Shaver et al. 1998",1.88641144565047
"1317",5.6,-0.3769,0.0574,1.67398028252165,"darkgreen","Shaver et al. 1998",1.88641144565047
"1318",5.6,-0.3976,0.028,1.72332046356909,"darkgreen","Shaver et al. 1998",1.88641144565047
"1321",5.6,-0.216,1.4793,1.45064345451855,"darkgreen","Shaver et al. 1998",1.88641144565047
"1322",5.6,0.2633,0.1339,1.6157590068041,"darkgreen","Shaver et al. 1998",1.88641144565047
"1323",5.6,0.5787,0.0293,1.72020109662068,"darkgreen","Shaver et al. 1998",1.88641144565047
"1324",5.6,9.8315,1.494,1.44996380447784,"darkgreen","Shaver et al. 1998",1.88641144565047
"1325",5.6,7.03,2,1.42991470413874,"darkgreen","Shaver et al. 1998",1.88641144565047
"1326",5.6,1.9932,0.58,1.51499907173984,"darkgreen","Shaver et al. 1998",1.88641144565047
"1327",5.6,1.0769,0.1191,1.62380983433637,"darkgreen","Shaver et al. 1998",1.88641144565047
"1328",5.6,0.948,0.1722,1.59846798891372,"darkgreen","Shaver et al. 1998",1.88641144565047
"1329",5.6,0.6468,0.0401,1.69863305699289,"darkgreen","Shaver et al. 1998",1.88641144565047
"1330",5.6,0.5787,0.0293,1.72020109662068,"darkgreen","Shaver et al. 1998",1.88641144565047
"1333",4.4,0.5878,0.0468,1.68801314299107,"darkgreen","Sherry et al. 2008",1.0632394350475
"1334",4.4,-0.2264,0.0264,1.72736482130985,"darkgreen","Sherry et al. 2008",1.0632394350475
"1335",4.2,0.6581,0.0517,1.68116895883985,"darkgreen","Sherry et al. 2008",0.926044099947006
"1336",4.2,0.1798,0.0336,1.71078872778779,"darkgreen","Sherry et al. 2008",0.926044099947006
"1337",1.5,-0.5855,0.1614,1.60291996387124,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1338",1.5,-0.6134,0.1342,1.61560518148424,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1339",1.5,0.0968,0.0377,1.70287507655944,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1340",1.5,0.3133,0.1134,1.62718070535699,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1343",1.5,-0.4254,0.0969,1.63798860779753,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1344",1.5,-0.0553,0.0912,1.64215559581477,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1345",1.5,-0.164,0.0687,1.66162840096875,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1346",1.5,0.1735,0.0648,1.66564547779955,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1347",1.5,0.3226,0.018,1.75368950718879,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1348",1.5,0.104,0.1231,1.62153929752559,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1349",1.5,0.0089,0.0324,1.71328843059722,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1350",1.5,0.3331,0.0459,1.68934783059258,"darkgreen","Sjögersten et al. 2008",-0.926092923909675
"1375",3.9,1.3143,3.5892,1.38972014022651,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1376",3.9,-0.3884,0.3215,1.5555543807725,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1377",3.9,-0.6225,0.6909,1.50297284646963,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1378",3.9,-0.3747,3.1792,1.39805758734026,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1379",3.9,-0.0572,0.7672,1.49577276670856,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1380",3.9,-2.0794,1040.9455,1,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1383",3.9,2.0971,15.1188,1.29087962184147,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1384",3.9,-0.6932,15.0977,1.29097561528527,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1385",3.9,-1.5261,32.7378,1.23777613205427,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1386",3.9,-0.6539,5.8055,1.35666746017038,"darkgreen","Sorensen et al. 2008",0.720251097296264
"1389",0.84,0.3456,0.01,1.79409058378036,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1390",0.84,0.3041,0.0091,1.80057295776438,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1391",0.84,0.3218,0.0098,1.79547920175084,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1392",0.84,0.3211,0.0101,1.79340665523465,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1393",0.84,0.3112,0.0105,1.79073702835417,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1394",0.84,0.3115,0.0091,1.80057295776438,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1395",0.84,0.2772,0.0151,1.76576453529821,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1396",0.84,0.2659,0.0173,1.75641586890678,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1397",0.84,0.2153,0.0176,1.75523416212012,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1398",0.84,0.1066,0.018,1.75368950718879,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1399",0.84,0.0408,0.0216,1.74115777140749,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1400",0.84,0.0747,0.0301,1.71834955701047,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1401",0.84,0.0982,0.0229,1.73714069457668,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1402",0.84,0.1789,0.0282,1.72283124974775,"darkgreen","Sullivan & Welker 2005",-1.37883752974131
"1425",2.3,0.4586,0.043,1.6938337716264,"darkgreen","Totland & Nyléhn 1998",-0.377311583507696
"1426",2.3,0.4055,0.0193,1.7488964383794,"darkgreen","Totland & Nyléhn 1998",-0.377311583507696
"1443",3,-0.0155,0.0143,1.76950609848878,"darkgreen","Volde et al. 2004",0.102872089344037
"1444",3,-0.1226,0.016,1.76178523601165,"darkgreen","Volde et al. 2004",0.102872089344037
"1445",3,-0.0561,0.0093,1.79907867605021,"darkgreen","Volde et al. 2004",0.102872089344037
"1446",3,-0.0821,0.0095,1.79761618998908,"darkgreen","Volde et al. 2004",0.102872089344037
"1447",3,-0.2485,0.1258,1.62004801781839,"darkgreen","Volde et al. 2004",0.102872089344037
"1448",3,-0.0202,0.0971,1.63784688764065,"darkgreen","Volde et al. 2004",0.102872089344037
"1449",3,-0.0723,0.1387,1.6133381813288,"darkgreen","Volde et al. 2004",0.102872089344037
"1450",3,0.19,0.1083,1.63034359699453,"darkgreen","Volde et al. 2004",0.102872089344037
"1451",2.93,0.1823,0.0038,1.86059674781572,"darkgreen","Volde et al. 2004",0.0548537220588635
"1452",2.93,-0.2899,0.0012,1.93982531142103,"darkgreen","Volde et al. 2004",0.0548537220588635
"1453",2.93,0.091,0.001,1.95235704720233,"darkgreen","Volde et al. 2004",0.0548537220588635
"1454",2.93,0.2344,0.0027,1.8840866298005,"darkgreen","Volde et al. 2004",0.0548537220588635
"1455",2.93,-0.1782,0.002,1.90471409440466,"darkgreen","Volde et al. 2004",0.0548537220588635
"1456",2.93,-0.4595,0.0053,1.83772846677874,"darkgreen","Volde et al. 2004",0.0548537220588635
"1457",2.93,0.1562,0.0036,1.86431301781309,"darkgreen","Volde et al. 2004",0.0548537220588635
"1458",2.96,0.2831,0.0039,1.85881134219435,"darkgreen","Volde et al. 2004",0.0754330223239376
"1459",2.96,-0.0756,0.0012,1.93982531142103,"darkgreen","Volde et al. 2004",0.0754330223239376
"1460",2.96,0.0645,0.0011,1.9458059733108,"darkgreen","Volde et al. 2004",0.0754330223239376
"1461",2.96,0.3202,0.003,1.87684475359439,"darkgreen","Volde et al. 2004",0.0754330223239376
"1462",2.96,-0.2166,0.002,1.90471409440466,"darkgreen","Volde et al. 2004",0.0754330223239376
"1463",2.96,-0.6172,0.0097,1.79618417461524,"darkgreen","Volde et al. 2004",0.0754330223239376
"1464",2.96,0.2147,0.0026,1.88668068300461,"darkgreen","Volde et al. 2004",0.0754330223239376
"1477",3,0.0924,0.0142,1.76998844609446,"darkgreen","Volder et al. 2004",0.102872089344037
"1478",3,0.0701,0.0145,1.76855144075716,"darkgreen","Volder et al. 2004",0.102872089344037
"1479",3,0.028,0.0075,1.81386419576776,"darkgreen","Volder et al. 2004",0.102872089344037
"1480",3,-0.0645,0.0082,1.80773096055955,"darkgreen","Volder et al. 2004",0.102872089344037
"1481",3,-0.1719,0.0883,1.64437672868897,"darkgreen","Volder et al. 2004",0.102872089344037
"1482",3,-0.1512,0.0862,1.64603115731272,"darkgreen","Volder et al. 2004",0.102872089344037
"1483",3,-0.1358,0.0693,1.66103070805703,"darkgreen","Volder et al. 2004",0.102872089344037
"1484",3,-0.1542,0.0708,1.65955882629474,"darkgreen","Volder et al. 2004",0.102872089344037
"1497",1.5,1.31,0.3888,1.54249023139394,"darkgreen","Wada et al. 2002",-0.926092923909675
"1498",1.5,1.4039,0.089,1.6438339850205,"darkgreen","Wada et al. 2002",-0.926092923909675
"1499",1.5,0,0.02,1.74644763098269,"darkgreen","Wada et al. 2002",-0.926092923909675
"1500",1.5,0.0274,0.0063,1.82584824537053,"darkgreen","Wada et al. 2002",-0.926092923909675
"1501",1.5,-0.4832,0.0857,1.64643100865405,"darkgreen","Wada et al. 2002",-0.926092923909675
"1502",1.5,-0.5749,0.0163,1.76050840204936,"darkgreen","Wada et al. 2002",-0.926092923909675
"1503",1.5,0.3737,0.0487,1.68527780658873,"darkgreen","Wada et al. 2002",-0.926092923909675
"1504",1.5,0.6084,0.009,1.80133245998646,"darkgreen","Wada et al. 2002",-0.926092923909675
"1505",1.5,1.4698,0.0958,1.63877333533419,"darkgreen","Wada et al. 2002",-0.926092923909675
"1506",1.5,0.0996,0.018,1.75368950718879,"darkgreen","Wada et al. 2002",-0.926092923909675
"1507",1.5,-0.481,0.0346,1.70877291610911,"darkgreen","Wada et al. 2002",-0.926092923909675
"1508",1.5,0.8594,0.2319,1.57800926278605,"darkgreen","Wada et al. 2002",-0.926092923909675
"1509",1.2,-0.3295,0.1858,1.59324320739202,"darkgreen","Wan et al. 2002",-1.13188592656042
"1510",1.2,0.3285,0.0208,1.7437518246116,"darkgreen","Wan et al. 2002",-1.13188592656042
"1511",1.2,0.3403,0.0359,1.7062377485387,"darkgreen","Wan et al. 2002",-1.13188592656042
"1512",1.2,-0.0183,0.2339,1.57741901225682,"darkgreen","Wan et al. 2002",-1.13188592656042
"1513",1.2,0.466,0.1074,1.63091718239604,"darkgreen","Wan et al. 2002",-1.13188592656042
"1514",1.2,0.7161,0.0814,1.6499692797128,"darkgreen","Wan et al. 2002",-1.13188592656042
"1551",3.5,-0.0541,0.0411,1.69694000953153,"darkgreen","Welker et al. 1993",0.445860427095274
"1552",3.5,-0.0364,0.0321,1.7139278235962,"darkgreen","Welker et al. 1993",0.445860427095274
"1553",3.5,-0.1226,0.0826,1.64896339466245,"darkgreen","Welker et al. 1993",0.445860427095274
"1554",3.5,-0.1841,0.0306,1.71721717140284,"darkgreen","Welker et al. 1993",0.445860427095274
"1555",2,0.4138,0.0081,1.80857433619256,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1557",2,-0.0206,0.0064,1.82476579383828,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1559",3,0.3629,0.007,1.81860636916443,"darkgreen","Weltzin et al. 2000",0.102872089344037
