"","X","LRR","var.LRR","study.ID","dist.inv","scale","col","row.ID","pr.st"
"118",-0.510825623965991,0.950192283549836,0.332624969732877,14,-0.405465108108164,1.433340228714,"darkgreen",432,1.12675528906706
"119",-0.510825623965991,0.0119761910467156,0.04195093641362,14,-0.405465108108164,1.71541621615358,"darkgreen",433,1.12675528906706
"120",-0.510825623965991,0.581800001845803,0.0668643822648156,14,-0.405465108108164,1.65190827320571,"darkgreen",434,1.12675528906706
"121",-0.510825623965991,0.409154748756176,0.137795627287142,14,-0.405465108108164,1.55339624810962,"darkgreen",435,1.12675528906706
"122",-0.510825623965991,0.154150679827258,0.0126294784641006,14,-0.405465108108164,1.87896150090606,"darkgreen",436,1.12675528906706
"123",-0.510825623965991,-0.762539173983945,1.0912101933077,14,-0.405465108108164,1.27148972041186,"darkgreen",437,1.12675528906706
"124",-0.510825623965991,-0.605408266251938,0.410767597062383,14,-0.405465108108164,1.4045930764145,"darkgreen",438,1.12675528906706
"125",-0.510825623965991,0.985283603361107,0.0332049382059806,14,-0.405465108108164,1.74726818327165,"darkgreen",439,1.12675528906706
"126",-0.510825623965991,0.362905493689368,0.325344092758761,14,-0.405465108108164,1.43635541189891,"darkgreen",440,1.12675528906706
"127",-0.510825623965991,-0.164755233076055,0.07066175287741,14,-0.405465108108164,1.64438293693369,"darkgreen",441,1.12675528906706
"128",-0.510825623965991,-0.968559160419912,0.377289465618917,14,-0.405465108108164,1.4161750551581,"darkgreen",442,1.12675528906706
"129",-0.510825623965991,-0.46373401623214,0.338099110477307,14,-0.405465108108164,1.43111640959378,"darkgreen",443,1.12675528906706
"130",-0.510825623965991,-1.34902296632266,0.374366188936209,14,-0.405465108108164,1.4172347258899,"darkgreen",444,1.12675528906706
"131",-0.510825623965991,0.447312218043665,0.226821178818909,14,-0.405465108108164,1.48549818876936,"darkgreen",445,1.12675528906706
"132",-0.510825623965991,-0.214147988405632,0.106330531190503,14,-0.405465108108164,1.58871089489304,"darkgreen",446,1.12675528906706
"136",-0.693147180559945,0.215361410872155,3.60640567615653,16,-2.30258509299405,1.1086314459464,"darkgreen",459,0.973173803889143
"213",0,0.2484613592985,0.0466156476086291,23,NA,1.70105223963742,"darkgreen",611,1.55705744017448
"214",0,0.387765531008763,0.131610746792864,23,NA,1.55965254740329,"darkgreen",612,1.55705744017448
"215",0,1.25276296849537,0.812499999356638,23,NA,1.31166897486736,"darkgreen",613,1.55705744017448
"216",0,0.405465108108164,0.499999999795107,23,NA,1.3778119895975,"darkgreen",614,1.55705744017448
"222",0,0.413868518904544,0.0180381245487722,23,NA,1.83040010758598,"darkgreen",620,1.55705744017448
"223",0,0.361293889795027,0.023859751859794,23,NA,1.7922945152142,"darkgreen",621,1.55705744017448
"330",-2.99573227355399,-0.486061066141594,0.159085293972867,44,-0.693147180559945,1.53382356140454,"darkgreen",906,-0.966445651632128
"331",-2.99573227355399,-0.166496515649558,0.542939645415839,44,-0.693147180559945,1.36658760320675,"darkgreen",907,-0.966445651632128
"332",-2.99573227355399,-0.522521663529182,0.181743903951185,44,-0.693147180559945,1.5156828099307,"darkgreen",908,-0.966445651632128
"333",-2.99573227355399,-2.15314964711713,0.626184489386428,44,-0.693147180559945,1.34715414797043,"darkgreen",909,-0.966445651632128
"334",-2.99573227355399,-0.398244860134677,0.130445340026391,44,-0.693147180559945,1.560864271942,"darkgreen",910,-0.966445651632128
"335",-2.99573227355399,-2.38285739543383,0.60149615195433,44,-0.693147180559945,1.3526341755767,"darkgreen",911,-0.966445651632128
"336",-2.99573227355399,0.0597192347016223,0.315275908339224,44,-0.693147180559945,1.44063797908757,"darkgreen",912,-0.966445651632128
"337",-2.99573227355399,-0.471840177053037,0.0412775047934953,44,-0.693147180559945,1.71762091349115,"darkgreen",913,-0.966445651632128
"338",-2.99573227355399,-0.492676305260313,0.115033574785266,44,-0.693147180559945,1.57799309540813,"darkgreen",914,-0.966445651632128
"339",-2.99573227355399,0.0219789067187754,0.344885234021625,44,-0.693147180559945,1.4284090679626,"darkgreen",915,-0.966445651632128
"340",-2.99573227355399,-0.606135803570316,0.186131338021083,44,-0.693147180559945,1.51243307161287,"darkgreen",916,-0.966445651632128
"341",-2.99573227355399,-2.52034102277588,0.627199755598653,44,-0.693147180559945,1.34693344226867,"darkgreen",917,-0.966445651632128
"342",-2.99573227355399,-0.604826902859886,0.155618387845356,44,-0.693147180559945,1.53682531876706,"darkgreen",918,-0.966445651632128
"343",-2.99573227355399,-0.298492988555997,0.567151317543257,44,-0.693147180559945,1.36064395834901,"darkgreen",919,-0.966445651632128
"344",-2.99573227355399,-0.627300614762359,0.140084277024323,44,-0.693147180559945,1.55115210903606,"darkgreen",920,-0.966445651632128
"345",-2.99573227355399,-2.2583368375297,0.64999595098574,44,-0.693147180559945,1.34206971962123,"darkgreen",921,-0.966445651632128
"362",-2.30258509299405,0.0645385211375712,0.251736111471951,48,NA,1.47129988754543,"darkgreen",981,-0.382562015346786
"363",-2.30258509299405,0.374693449441411,0.107192665055754,48,NA,1.58761075032398,"darkgreen",982,-0.382562015346786
"364",-2.30258509299405,0.858661619037519,0.728444412887022,48,NA,1.32654643070653,"darkgreen",983,-0.382562015346786
"511",-2.56494935746154,2.47092040781326,0.251751073297724,89,-1.94591014905531,1.4712917907358,"darkgreen",1533,-0.603568758308441
"512",-2.56494935746154,-0.236388778064231,0.346641825158765,89,-1.94591014905531,1.42771694987546,"darkgreen",1534,-0.603568758308441
"513",-2.56494935746154,2.47092040781326,0.258439928389674,89,-1.94591014905531,1.46771937796139,"darkgreen",1535,-0.603568758308441
"514",-2.56494935746154,-0.168464522132528,0.898664642143295,89,-1.94591014905531,1.29793733152601,"darkgreen",1536,-0.603568758308441
"515",-2.56494935746154,-0.926241062727323,0.500870763283011,89,-1.94591014905531,1.37757493953568,"darkgreen",1537,-0.603568758308441
"516",-2.56494935746154,-0.955511445027436,1.41751479289941,89,-1.94591014905531,1.23584829035308,"darkgreen",1538,-0.603568758308441
"517",-2.56494935746154,0.247653858469551,0.166628449099073,89,-1.94591014905531,1.5275123551728,"darkgreen",1539,-0.603568758308441
"518",-2.56494935746154,0.925769475828699,1.51406194375222,89,-1.94591014905531,1.22687166624489,"darkgreen",1540,-0.603568758308441
"519",-2.56494935746154,1.02165124753198,1.3721,89,-1.94591014905531,1.24028447106464,"darkgreen",1541,-0.603568758308441
"520",-2.56494935746154,-0.249737140887658,0.264973572396183,89,-1.94591014905531,1.46431803157436,"darkgreen",1542,-0.603568758308441
"521",-2.56494935746154,-0.714653385780909,1.18107741059303,89,-1.94591014905531,1.26070814221306,"darkgreen",1543,-0.603568758308441
"522",-0.510825623965991,0.083381608939051,0.0594903596185814,90,-0.53062825106217,1.66782759109132,"darkgreen",1552,1.12675528906706
"523",-0.510825623965991,0.435318071257846,0.0636277840802395,90,-0.53062825106217,1.65866772044825,"darkgreen",1553,1.12675528906706
"524",-0.510825623965991,0.133531392624523,0.0676020399941814,90,-0.53062825106217,1.65041354179722,"darkgreen",1554,1.12675528906706
"525",-0.510825623965991,1.29928298413026,0.0743801657408946,90,-0.53062825106217,1.63739615799959,"darkgreen",1555,1.12675528906706
"526",-0.510825623965991,-0.430782916092454,0.0557544383262161,90,-0.53062825106217,1.67666340057197,"darkgreen",1556,1.12675528906706
"527",-0.510825623965991,-0.0618754037180875,0.05477591680225,90,-0.53062825106217,1.67907562616031,"darkgreen",1557,1.12675528906706
"528",-0.510825623965991,-0.470003629245736,0.0556250029599442,90,-0.53062825106217,1.67698004064249,"darkgreen",1558,1.12675528906706
"529",-0.510825623965991,-0.587786664902119,0.0523456817977891,90,-0.53062825106217,1.68525811737731,"darkgreen",1559,1.12675528906706
"530",-0.510825623965991,-1.73460105538811,0.114571324820192,90,-0.53062825106217,1.578541642704,"darkgreen",1560,1.12675528906706
"531",-0.510825623965991,1.70474809223843,0.0743801657408946,90,-0.53062825106217,1.63739615799959,"darkgreen",1561,1.12675528906706
"532",-0.510825623965991,1.73460105538811,0.0865051900211018,90,-0.53062825106217,1.61682266077639,"darkgreen",1562,1.12675528906706
"533",-0.510825623965991,0.470003629245736,0.0625000000521374,90,-0.53062825106217,1.66110409752431,"darkgreen",1563,1.12675528906706
"534",-0.510825623965991,1.15267950993839,0.0443213288643458,90,-0.53062825106217,1.70792803864749,"darkgreen",1564,1.12675528906706
"535",-0.510825623965991,0.383582396858657,0.0613986998324698,90,-0.53062825106217,1.66352606424236,"darkgreen",1565,1.12675528906706
"536",-0.510825623965991,0,0.0400000021284992,90,-0.53062825106217,1.72190388282594,"darkgreen",1566,1.12675528906706
"537",-0.510825623965991,0,0.0624999989063626,90,-0.53062825106217,1.66110410002182,"darkgreen",1567,1.12675528906706
