"","X","LRR","var.LRR","scale","col","row.ID","study.ID","dist.inv","pr.st"
"1",-2.37954613413017,-0.633859465904359,0.0121476025957046,1.72552049620979,"darkgreen",26,2,-2.70805020110221,-0.906465103220852
"2",-2.37954613413017,-0.326007514988946,0.0188970702877169,1.69097651570241,"darkgreen",27,2,-2.70805020110221,-0.906465103220852
"12",-1.6094379124341,-1.57818536893,0.0576988823142669,1.60371416130455,"darkgreen",228,9,NA,-0.28927858546408
"13",-1.6094379124341,-0.505548566665147,0.0166605109264389,1.70082398931043,"darkgreen",237,9,NA,-0.28927858546408
"16",0.182321557193955,-0.964804491939029,0.0226280907375735,1.67689037659592,"darkgreen",248,10,-0.916290731874155,1.14668814825284
"19",0.182321557193955,-1.23837423104327,0.0446880537782365,1.62369057308045,"darkgreen",251,10,-0.916290731874155,1.14668814825284
"20",0.182321557193955,-0.848137843636929,0.0173923965718292,1.69746306450975,"darkgreen",252,10,-0.916290731874155,1.14668814825284
"21",0.182321557193955,-0.827074377662226,0.0515393898001263,1.61253955087175,"darkgreen",253,10,-0.916290731874155,1.14668814825284
"22",0.182321557193955,0.441198033120948,0.0372055992079953,1.63801606784747,"darkgreen",254,10,-0.916290731874155,1.14668814825284
"23",0.182321557193955,3.04702556794154,0.399728293405202,1.45240101521029,"darkgreen",255,10,-0.916290731874155,1.14668814825284
"24",0.182321557193955,-2.61471847214432,0.638370742982049,1.4158042058847,"darkgreen",256,10,-0.916290731874155,1.14668814825284
"25",0.182321557193955,-2.03236119241006,0.240966465650526,1.49196796975906,"darkgreen",257,10,-0.916290731874155,1.14668814825284
"26",0.182321557193955,-1.50528571011807,0.0958527534133504,1.5640339986746,"darkgreen",258,10,-0.916290731874155,1.14668814825284
"27",0.182321557193955,-0.935564179701908,0.121470647063596,1.54551729821261,"darkgreen",259,10,-0.916290731874155,1.14668814825284
"28",0.182321557193955,-0.821663013046275,0.0363533694511764,1.63982758885616,"darkgreen",260,10,-0.916290731874155,1.14668814825284
"29",0.182321557193955,-0.353591413465054,0.0963485413622077,1.56363068448647,"darkgreen",261,10,-0.916290731874155,1.14668814825284
"30",0.182321557193955,-0.238228188342691,0.0773176894796093,1.58083325075891,"darkgreen",262,10,-0.916290731874155,1.14668814825284
"31",0.182321557193955,-0.205446904055382,0.0526778386098764,1.61083152618418,"darkgreen",263,10,-0.916290731874155,1.14668814825284
"32",0.182321557193955,0.509689652971227,0.052237585571617,1.61148762378538,"darkgreen",264,10,-0.916290731874155,1.14668814825284
"33",0.182321557193955,1.16296879367316,0.266911442873713,1.48397376865029,"darkgreen",265,10,-0.916290731874155,1.14668814825284
"34",-1.38629436111989,0.763993586109103,0.378707777094121,1.4566240912539,"darkgreen",268,11,-0.182321556793955,-0.110445029977318
"35",-1.38629436111989,-0.155352323820636,0.32163693809426,1.4693934585326,"darkgreen",269,11,-0.182321556793955,-0.110445029977318
"36",-1.38629436111989,-2.31647420515471,2.08951423767682,1.32310575154993,"darkgreen",270,11,-0.182321556793955,-0.110445029977318
"37",-1.38629436111989,2.9164146621973,0.464161373780281,1.44071784363167,"darkgreen",271,11,-0.182321556793955,-0.110445029977318
"38",-1.38629436111989,1.82495709276458,0.132606614743485,1.5386601527192,"darkgreen",272,11,-0.182321556793955,-0.110445029977318
"39",-1.38629436111989,-0.0494151583220741,0.321443446898117,1.46944050194744,"darkgreen",273,11,-0.182321556793955,-0.110445029977318
"40",-1.38629436111989,-0.201201852070725,0.203097571179651,1.50533380228726,"darkgreen",274,11,-0.182321556793955,-0.110445029977318
"41",-1.38629436111989,-2.48826812836841,0.424025195110745,1.44778802535846,"darkgreen",275,11,-0.182321556793955,-0.110445029977318
"42",-1.38629436111989,1.1634705968921,0.106572030923758,1.5557467351754,"darkgreen",276,11,-0.182321556793955,-0.110445029977318
"43",-1.38629436111989,4.10312292635164,0.251782161173035,1.48853553990401,"darkgreen",277,11,-0.182321556793955,-0.110445029977318
"44",-1.38629436111989,0.595983432106298,0.155100761723319,1.52641092590192,"darkgreen",278,11,-0.182321556793955,-0.110445029977318
"45",-1.38629436111989,-0.075985906977922,0.0173637946359225,1.69759173122953,"darkgreen",279,11,-0.182321556793955,-0.110445029977318
"46",-2.63905732961526,0.942496861137548,0.136665825854065,1.53630301198805,"darkgreen",299,11,-0.182321556793955,-1.11444471770619
"47",-2.63905732961526,-0.380620975987495,0.213668827481952,1.50136709686355,"darkgreen",300,11,-0.182321556793955,-1.11444471770619
"49",-2.63905732961526,-0.158545675291395,0.326969314773743,1.46810801692266,"darkgreen",302,11,-0.182321556793955,-1.11444471770619
"50",-2.63905732961526,0.770690412264283,0.440992164685088,1.44472085398185,"darkgreen",303,11,-0.182321556793955,-1.11444471770619
"51",-2.63905732961526,1.01031196507115,0.27337555862544,1.48210305115164,"darkgreen",304,11,-0.182321556793955,-1.11444471770619
"52",-2.63905732961526,1.26565120809606,0.0769595392247189,1.5811962177202,"darkgreen",305,11,-0.182321556793955,-1.11444471770619
"53",-2.63905732961526,0.81684831478492,0.393605847999003,1.4536076623241,"darkgreen",306,11,-0.182321556793955,-1.11444471770619
"54",-2.63905732961526,0.76704738219302,0.112172828170288,1.55174259006991,"darkgreen",307,11,-0.182321556793955,-1.11444471770619
"55",-2.63905732961526,1.59973746991003,0.129805198621774,1.54032937287687,"darkgreen",308,11,-0.182321556793955,-1.11444471770619
"56",-2.63905732961526,-0.201201852070725,0.203097571179651,1.50533380228726,"darkgreen",309,11,-0.182321556793955,-1.11444471770619
"57",-2.63905732961526,0.276833587695647,0.0634390532095609,1.59629981439187,"darkgreen",310,11,-0.182321556793955,-1.11444471770619
"58",-2.63905732961526,1.23982120300986,0.051362311865225,1.6128086084324,"darkgreen",311,11,-0.182321556793955,-1.11444471770619
"59",-2.63905732961526,3.5106582200323,0.0862885351192352,1.57225157206142,"darkgreen",312,11,-0.182321556793955,-1.11444471770619
"60",-2.63905732961526,0.761728444714475,0.0392917705386171,1.63375111682313,"darkgreen",313,11,-0.182321556793955,-1.11444471770619
"61",-2.63905732961526,-0.0184620628397352,0.0128032724195788,1.72141087027269,"darkgreen",314,11,-0.182321556793955,-1.11444471770619
"261",-2.70805020110221,-0.392660835862177,0.000921760219893683,1.92710502473921,"darkgreen",731,29,NA,-1.16973755695064
"264",-2.70805020110221,-0.125600397005573,0.00054548330288831,1.96811711205448,"darkgreen",734,29,NA,-1.16973755695064
"267",-2.70805020110221,0.769133087537867,0.00137702553973043,1.89572553773136,"darkgreen",737,29,NA,-1.16973755695064
"268",-2.70805020110221,0.451525881484699,0.000944239292346454,1.92522141576477,"darkgreen",738,29,NA,-1.16973755695064
"269",-2.70805020110221,-0.806244678719924,0.00176315807545668,1.87640195685064,"darkgreen",739,29,NA,-1.16973755695064
"270",-2.70805020110221,0.616919815172061,0.000362794637721111,2,"darkgreen",740,29,NA,-1.16973755695064
"319",-1.6094379124341,0.314493329902438,0.0163055555385455,1.70250754042573,"darkgreen",869,39,-1.6094379124341,-0.28927858546408
"321",-1.6094379124341,-0.466006288813115,0.00822956677284055,1.75596207087115,"darkgreen",873,40,NA,-0.28927858546408
